playerid,year,teamName,League,Level,orgName,lastName,firstName,G,AB,R,H,Dbl,Tpl,HR,RBI,SB,CS,BB,IBB,SO,SH,SF,HBP,GDP,Bavg,Slg,obp,OPS,Age,HT,WT,Bats,Throws,posit,borndate,cityName,regionID,Predicted_WAR,MakeIt_PredictedWAR,Likelihood
210680,2017,DSL Dbacks 2,DSL,Rk,ARI,Diaz,Dalgeli,51,197,23,47,5,3,2,28,17,4,15,3,55,1,0,4,1,0.239,0.325,0.306,631,17,6-3,190,L,L,OF,2/3/2000,La Vega,DR,12.3724022829613,0.42894172418054,0.0346692351550239
210681,2017,DSL Rockies,DSL,Rk,COL,Diaz,Eddy,36,132,22,41,7,4,0,10,30,6,19,1,21,0,1,2,1,0.311,0.424,0.403,827,17,5-11,171,R,R,SS,2/14/2000,Matanzas,CU,9.53533005258343,1.53323877660251,0.160795564301113
210682,2017,DSL Nationals,DSL,Rk,WAS,Diaz,Geraldi,51,175,20,40,12,1,1,18,0,0,25,2,30,1,0,4,2,0.229,0.326,0.338,664,16,6-0,196,L,R,C,7/8/2000,Puerto Plata,DR,8.19832654705155,0.773092768666865,0.0942988504092826
210683,2017,DSL Red Sox,DSL,Rk,BOS,Diaz,Jonathan,19,63,8,17,4,0,2,10,1,2,6,0,13,2,0,0,2,0.27,0.429,0.333,762,17,5-11,170,L,R,C,7/7/1999,Santo Domingo,DR,16.7319032629086,1.00857564858118,0.060278596686427
210685,2017,DSL Angels,DSL,Rk,ANA,Diaz,Luis,24,83,4,16,2,0,0,9,0,2,5,1,27,0,0,1,0,0.193,0.217,0.247,464,17,5-11,186,L,R,OF,1/13/2000,La Victoria,VZ,12.5238273154381,0.197081560784826,0.015736528125223
210686,2017,DSL Dodgers,DSL,Rk,LAN,Diaz,Luis Carlos,64,198,32,34,7,1,0,31,7,8,44,7,36,0,0,11,6,0.172,0.217,0.352,569,17,6-1,155,R,R,OF,12/19/1999,Maracay,VZ,17.9391841543256,1.00549244905021,0.0560500656217277
210687,2017,DSL Dodgers 2,DSL,Rk,LAN,Diaz,Luis Yanel,60,212,29,50,12,5,2,29,7,5,15,1,64,0,0,5,8,0.236,0.368,0.302,670,17,5-11,170,R,R,3B,9/9/1999,Bani,DR,7.72767176545138,0.164773022176644,0.0213224664786237
210688,2017,DSL Indians,DSL,Rk,CLE,Diaz,Yainer,42,153,12,45,8,1,1,21,0,1,3,2,18,0,0,4,9,0.294,0.379,0.325,704,18,6-0,195,R,R,C,9/21/1998,Azua,DR,6.3012693750719,0.2088634426188,0.0331462488248912
210689,2017,DSL Cle/Mil,DSL,Rk,BAL,Dimas,Bryan,56,166,25,25,3,5,1,10,17,8,32,1,92,0,2,3,1,0.151,0.247,0.296,543,17,6-1,165,B,R,OF,2/4/2000,Panama City,PN,12.2900493153423,0.341756574136063,0.0278075836286052
210691,2017,DSL Giants,DSL,Rk,SFN,Doria,Martin,42,85,17,23,1,0,0,9,7,6,14,2,10,0,1,2,1,0.271,0.282,0.382,664,18,5-10,155,R,R,2B,4/20/1999,Monteria,CB,5.57082791447722,0.181097734128159,0.0325082262292702
210692,2017,DSL Rangers 2,DSL,Rk,TEX,Drullard,Danny,47,162,35,45,6,4,8,34,6,1,25,4,32,0,0,0,2,0.278,0.512,0.374,886,17,6-1,175,L,L,OF,5/8/2000,Santo Domingo,DR,28.909567986344,3.44830277754272,0.119278945267242
210693,2017,DSL Yankees,DSL,Rk,NYA,Duran,Ezequiel,15,61,12,24,5,4,3,11,4,1,3,1,15,0,0,0,0,0.393,0.754,0.422,1176,18,5-11,185,R,R,2B,5/22/1999,San Juan De La Maguana,DR,16.2159470330271,2.19066637194674,0.135093335436099
210696,2017,DSL Braves,DSL,Rk,ATL,Encarnacion,Kimberling,11,32,1,6,1,0,0,3,0,0,3,0,5,0,0,0,2,0.187,0.219,0.257,476,17,6-0,180,R,R,C,11/22/1999,San Jose de Ocoa,DR,14.2318631607447,0.679742096185294,0.0477619893128405
210699,2017,DSL Nationals,DSL,Rk,WAS,Escobar,David,49,162,18,33,7,1,1,17,3,3,16,2,18,0,2,9,4,0.204,0.278,0.307,585,17,6-0,184,L,L,OF,7/3/1999,Panama City,PN,14.5838718804385,0.841744255809563,0.0577174746672453
210704,2017,DSL Marlins,DSL,Rk,MIA,Espinal,Danyeli,9,26,1,5,0,1,0,2,1,1,0,0,7,0,0,0,0,0.192,0.269,0.192,461,18,6-2,190,L,L,IF,11/11/1998,Bani,DR,14.9357978648948,0.607046366376022,0.0406437186595052
210705,2017,DSL Marlins,DSL,Rk,MIA,Espinal,Walner,54,187,34,51,7,0,2,21,7,4,21,3,48,0,3,5,0,0.273,0.342,0.356,698,17,6-0,170,R,R,2B,12/21/1999,Santiago,DR,17.4767779583125,1.12287653537643,0.0642496310278038
210708,2017,DSL Pirates,DSL,Rk,PIT,Eusebio,Jean,50,178,26,34,7,2,0,10,13,2,35,0,42,0,2,2,2,0.191,0.253,0.327,580,16,6-1,170,L,R,OF,8/22/2000,Santo Domingo,DR,13.8653474110586,1.10815060162169,0.0799223105464969
210712,2017,DSL Rockies,DSL,Rk,COL,Fana,Steven,43,157,19,37,9,1,0,11,7,3,10,3,44,0,2,4,0,0.236,0.306,0.295,601,18,6-1,180,R,R,OF,6/23/1999,Santo Domingo,DR,6.92625390046074,0.176137000118227,0.0254303412276743
210713,2017,DSL Royals,DSL,Rk,KCA,Febres,Nicolas,26,53,4,6,2,0,0,5,2,0,3,2,18,2,1,3,1,0.113,0.151,0.2,351,18,5-11,178,R,R,C,10/11/1998,San Felix,VZ,9.88826444825828,0.0828227667412344,0.0083758648622937
210716,2017,DSL Twins,DSL,Rk,MIN,Feliz,Jesus,42,141,19,35,8,5,1,18,6,5,6,0,43,0,1,8,5,0.248,0.397,0.314,711,17,6-0,180,R,R,SS,6/7/2000,Monte Plata,DR,14.3397270531963,0.249641115272018,0.0174090562774257
210718,2017,DSL Reds,DSL,Rk,CIN,Finol,Claudio,58,200,35,60,10,4,1,21,6,4,23,2,19,1,3,4,6,0.3,0.405,0.378,783,17,5-11,150,R,R,3B,4/13/2000,Maracaibo,VZ,6.52431279480523,0.933068434828356,0.143014055912721
210719,2017,DSL Brewers,DSL,Rk,MIL,Florentino,Francis,52,179,22,45,8,2,0,13,14,3,11,1,29,0,1,5,5,0.251,0.318,0.311,629,17,6-1,180,R,R,OF,10/13/1999,Cotui,DR,7.7289612019808,0.335713320612786,0.0434357621728969
210720,2017,DSL Indians,DSL,Rk,CLE,Flores,Jothson,14,35,4,5,0,1,0,2,1,1,3,0,6,0,0,2,1,0.143,0.2,0.25,450,18,5-11,160,B,R,2B,10/6/1998,--,--,6.61309059864508,0.162883872943904,0.0246305219192485
210724,2017,DSL Phillies 2,DSL,Rk,PHI,Francisco,Julio,68,242,51,77,10,10,0,20,22,7,28,1,22,1,6,5,0,0.318,0.442,0.391,833,19,6-1,140,L,L,OF,3/19/1998,Santo Domingo,DR,7.2060530048176,1.08571879279525,0.150667611252567
210729,2017,DSL Cubs 2,DSL,Rk,CHN,Gaitan,Alonso,38,150,30,42,8,2,0,14,14,2,10,2,21,1,1,2,2,0.28,0.36,0.331,691,19,6-0,176,R,R,OF,2/23/1998,Tijuana,MX,6.39872513569837,0.609420971935463,0.095240998638231
210735,2017,DSL Mariners,DSL,Rk,SEA,Garcia,Jepherson,50,166,21,35,4,0,3,18,1,3,15,0,58,0,0,6,5,0.211,0.289,0.299,588,18,6-2,185,R,R,DH,4/19/1999,Monte Cristi,DR,8.21662798145415,0.179714901618461,0.0218720991170707
210738,2017,DSL Cardinals,DSL,Rk,SLN,Garcia,Joyser,25,79,10,20,3,0,0,9,0,1,4,0,17,0,0,1,2,0.253,0.291,0.298,589,17,5-10,165,R,R,C,10/14/1999,Ciudad Bolivar,VZ,13.1170874571249,0.435768650919993,0.0332214489187761
210743,2017,DSL Royals,DSL,Rk,KCA,Garcia,Maikel,48,157,14,35,1,1,0,7,9,3,12,1,13,0,3,0,2,0.223,0.242,0.273,515,17,6-0,145,R,R,SS,3/3/2000,La Sabana,VZ,18.9780606805917,0.81880318982867,0.0431447239846816
210745,2017,DSL White Sox,DSL,Rk,CHA,Garcia,Richard,19,52,6,6,2,1,0,2,0,0,4,0,15,0,2,1,2,0.115,0.192,0.186,378,18,6-1,185,R,R,C,9/20/1998,Bejuma,VZ,5.43520885737828,0.186946031517956,0.0343953721786012
210749,2017,DSL Cardinals,DSL,Rk,SLN,Garcia,Victor,28,92,11,23,5,0,1,15,0,0,8,1,16,0,0,5,7,0.25,0.337,0.343,680,17,6-3,235,R,R,DH,9/16/1999,Barcelona,VZ,8.83060703003284,0.492923132682057,0.0558198469262225
210750,2017,DSL Phillies,DSL,Rk,PHI,Garcia,Wilbert,41,96,21,20,4,3,2,5,10,5,10,0,30,0,1,7,0,0.208,0.375,0.325,700,17,5-11,179,R,R,OF,1/20/2000,Salcedo,DR,13.8282636391003,0.434174929903433,0.0313976462435801
210758,2017,DSL Dbacks 2,DSL,Rk,ARI,Gil,Juan,39,124,17,29,4,0,0,12,6,4,12,1,26,0,1,4,3,0.234,0.266,0.319,585,17,5-10,155,B,R,2B,12/31/1999,Maracaibo,VZ,12.947654024456,0.540666364320366,0.0417578631077981
210759,2017,DSL Marlins,DSL,Rk,MIA,Gilma,Joseph,57,153,31,29,1,0,0,17,8,1,26,1,28,0,6,6,4,0.19,0.196,0.319,515,18,5-9,145,B,R,SS,3/18/1999,Bani,DR,7.79397525177746,0.209638480193025,0.0268975039592557
210764,2017,DSL Cardinals,DSL,Rk,SLN,Gomez,Pablo,50,190,29,57,8,1,1,16,8,4,10,1,27,0,3,1,0,0.3,0.368,0.333,701,17,5-11,170,R,R,2B,9/4/1999,Maimon,DR,9.77334165977134,1.08999796932167,0.111527664463863
210766,2017,DSL Dodgers 2,DSL,Rk,LAN,Gonzalez,Bryan,27,75,11,17,5,0,1,11,1,0,6,1,18,0,0,4,0,0.227,0.333,0.318,651,17,5-9,180,R,R,C,12/6/1999,Charallave,VZ,11.6053300830419,0.374978006034043,0.03231084366846
210769,2017,DSL Brewers,DSL,Rk,MIL,Gonzalez,Elian,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,200,17,6-2,175,R,R,SS,4/15/2000,Azua,DR,9.74524067668227,0.00699285183308282,0.000717565842146395
210774,2017,DSL Astros Blue,DSL,Rk,HOU,Gonzalez,Leonardo,47,146,19,33,4,0,0,15,8,4,26,1,47,0,0,4,2,0.226,0.253,0.358,611,17,5-11,160,L,R,OF,5/27/2000,San Francisco,VZ,6.27370615223049,0.194135598573432,0.0309443244332397
210776,2017,DSL Dbacks 2,DSL,Rk,ARI,Gonzalez,Luis,35,103,17,15,4,2,0,7,3,1,26,0,43,0,0,2,0,0.146,0.223,0.328,551,18,6-1,166,L,R,3B,12/27/1998,Santo Domingo,DR,8.45683980009941,0.219260019799439,0.0259269449324158
210777,2017,DSL Indians,DSL,Rk,CLE,Gonzalez,Marcos,56,215,31,59,7,0,1,24,13,4,31,2,28,0,1,3,7,0.274,0.321,0.372,693,17,5-11,165,R,R,SS,10/12/1999,San Cristobal,DR,11.866922438018,1.95688197734169,0.164902230343432
210778,2017,DSL Mets,DSL,Rk,NYN,Gonzalez,Moises,42,126,20,36,2,3,0,13,4,4,21,0,25,0,1,1,3,0.286,0.349,0.389,738,17,5-11,163,R,R,OF,6/10/2000,Barquisimeto,VZ,15.9737452801263,1.00612188434192,0.0629859727132172
210779,2017,DSL Phillies,DSL,Rk,PHI,Gonzalez,Pedro,20,65,5,10,3,0,1,6,0,2,2,0,20,0,1,1,0,0.154,0.246,0.188,434,18,5-11,176,R,R,C,11/23/1998,Maracay,VZ,6.21890129174458,0.0464034709790174,0.00746168314982209
210781,2017,DSL Phillies 2,DSL,Rk,PHI,Gonzalez,Ronaldo,31,62,7,11,1,0,1,2,2,2,2,0,28,0,0,7,3,0.177,0.242,0.282,524,18,5-11,178,R,R,DH,10/14/1998,Maracaibo,VZ,12.5618093142775,0.0160633064155178,0.00127874146260608
210782,2017,DSL Pirates,DSL,Rk,PIT,Gonzalez,Ruben,41,111,12,23,4,0,0,15,1,0,9,0,33,0,1,3,3,0.207,0.243,0.282,525,19,5-8,191,R,R,C,9/13/1997,Santo Domingo,DR,9.03291645844325,0.165997252589365,0.0183769276903036
210783,2017,DSL Rojos,DSL,Rk,CIN,Gonzalez,Victor,9,20,3,4,1,0,0,2,1,0,5,0,1,0,0,1,0,0.2,0.25,0.385,635,18,6-1,185,R,R,OF,4/6/1999,Maracaibo,VZ,6.13920890085651,0.256717885323868,0.0418161182441686
210786,2017,DSL Rojos,DSL,Rk,CIN,Graterol,Jean,34,110,14,32,5,3,2,24,4,1,7,3,30,0,0,1,1,0.291,0.445,0.339,784,18,5-11,155,R,R,2B,1/1/1999,Punto Fijo,VZ,5.99320845226998,0.162523552087159,0.0271179541611975
210788,2017,DSL Rangers 2,DSL,Rk,TEX,Guanipa,Osman,12,21,3,2,0,0,0,1,0,0,2,0,12,0,0,1,0,0.095,0.095,0.208,303,18,5-10,155,R,R,1B,3/17/1999,--,--,6.98444484409131,0.0347233616909473,0.00497152779727691
210789,2017,DSL Rangers 2,DSL,Rk,TEX,Guardo,Jose,14,46,6,12,2,0,1,3,2,1,6,1,14,0,0,3,0,0.261,0.37,0.382,752,18,6-0,180,R,R,C,2/6/1999,--,--,5.85047697478844,0.23130900537285,0.0395367773208294
210791,2017,DSL Blue Jays,DSL,Rk,TOR,Guerrero,Hector,57,196,37,56,2,0,1,16,9,4,32,0,19,3,3,0,6,0.286,0.311,0.381,692,19,6-0,155,L,R,3B,9/11/1997,Los Mochis,MX,10.4462264594856,0.798668523533898,0.0764552182198455
210793,2017,DSL White Sox,DSL,Rk,CHA,Guerrero,Josue,55,207,33,46,13,2,3,25,5,0,16,3,54,2,1,5,1,0.222,0.348,0.293,641,17,6-2,190,R,R,OF,11/23/1999,Bani,DR,13.2063889636241,0.667518704191548,0.0505451343308281
210795,2017,DSL Rangers 2,DSL,Rk,TEX,Gutierrez,Jember,59,181,26,50,9,2,0,24,6,5,37,3,27,1,2,2,7,0.276,0.348,0.401,749,17,5-11,160,R,R,SS,9/8/1999,Barquisimeto,VZ,9.84468604673223,0.752502763228621,0.0764374566803379
210796,2017,DSL Giants,DSL,Rk,SFN,Gutierrez,Raiber,56,149,38,41,3,1,0,13,18,8,24,0,21,0,6,12,1,0.275,0.309,0.403,712,17,5-10,165,R,R,OF,12/10/1999,Yaracuy,VZ,20.304869029293,0.943682440009915,0.0464756723448204
210800,2017,DSL Rangers 2,DSL,Rk,TEX,Guzman,Yaniery,49,158,21,45,6,3,4,21,0,2,22,1,26,2,0,2,2,0.285,0.437,0.379,816,19,5-11,185,B,R,1B,5/30/1998,Puerto Plata,DR,6.39872513569837,0.359912319356649,0.0562475042643579
210802,2017,DSL Twins,DSL,Rk,MIN,Heredia,Victor,24,74,10,19,4,0,1,9,1,0,10,1,19,0,1,2,1,0.257,0.351,0.356,707,17,6-2,230,R,R,C,6/1/2000,Acarigua,VZ,12.255993739983,0.876755537628171,0.0715368787084078
210804,2017,DSL Dbacks 2,DSL,Rk,ARI,Hernandez,Alexander,49,185,17,48,9,1,1,23,6,4,20,1,53,0,1,1,7,0.259,0.335,0.333,668,18,5-11,150,R,R,SS,6/20/1999,San Pedro de Macoris,DR,6.12299184190505,0.264531773727348,0.0432030256707061
210806,2017,DSL Cardinals,DSL,Rk,SLN,Hernandez,Francisco,27,90,14,18,1,0,3,10,1,3,3,2,26,0,0,4,3,0.2,0.311,0.258,569,17,5-11,190,R,R,3B,10/8/1999,Montreal,QC,11.7092382619413,0.149570382628009,0.0127737073310875
210807,2017,DSL Phillies,DSL,Rk,PHI,Hernandez,Jevi,61,211,21,49,16,3,1,31,11,6,10,1,32,1,1,3,6,0.232,0.351,0.276,627,18,6-0,140,R,R,OF,3/2/1999,--,--,6.46825993961852,0.214248873391444,0.03312310812977
210814,2017,DSL Dbacks 2,DSL,Rk,ARI,Herrera,Eduardo,27,72,9,13,1,0,0,6,3,1,10,0,19,0,1,5,0,0.181,0.194,0.318,512,17,5-9,155,B,R,C,1/5/2000,Tucupido,VZ,9.79133974837103,0.402720098542244,0.0411302343593218
210816,2017,DSL Cardinals,DSL,Rk,SLN,Herrera,Ivan,49,170,21,57,15,0,1,27,2,2,18,2,36,0,1,10,3,0.335,0.441,0.427,868,17,6-0,180,R,R,C,6/1/2000,Panama City,PN,10.5479598834729,1.48763119513206,0.141034968995564
210817,2017,DSL Phillies 2,DSL,Rk,PHI,Herrera,Juan,40,102,9,21,2,1,1,9,2,0,2,1,37,0,1,3,5,0.206,0.275,0.241,516,17,6-3,165,R,R,3B,12/14/1999,Merida,VZ,14.4365514218503,0.007174395587371,0.000496960484379412
210818,2017,DSL Marlins,DSL,Rk,MIA,Heureaux,Danielsan,30,75,12,14,0,1,0,7,1,3,11,0,16,0,1,2,1,0.187,0.213,0.303,516,17,6-0,165,L,L,OF,3/22/2000,Bani,DR,10.1729429589128,0.302980628073491,0.0297829870173449
210820,2017,DSL Cubs,DSL,Rk,CHN,Hinirio,Albert,44,154,20,41,4,2,0,15,4,3,10,1,33,0,0,6,1,0.266,0.318,0.335,653,19,6-2,170,B,R,OF,5/15/1998,Yamasa,DR,5.92938102061982,0.174965870471169,0.0295082859176555
210821,2017,DSL Cubs 2,DSL,Rk,CHN,Huma,Josue,64,248,41,59,4,7,1,24,20,5,29,2,28,0,0,1,4,0.238,0.323,0.32,643,17,6-1,175,B,R,SS,3/17/2000,San Francisco de Macoris,DR,8.64881524629794,0.784604560716314,0.0907181548423245
210822,2017,DSL Rays 2,DSL,Rk,TBA,Infante,Diego,43,161,25,41,10,2,0,15,10,1,14,0,33,0,1,0,4,0.255,0.342,0.312,654,17,6-2,178,R,R,OF,10/22/1999,Macuto,VZ,19.0016652262726,1.2359088989595,0.0650421362676504
210824,2017,DSL Mariners,DSL,Rk,SEA,Izturis,Cesar,63,249,34,67,7,1,0,21,7,2,19,2,42,2,5,5,11,0.269,0.305,0.327,632,17,5-11,145,B,R,2B,11/11/1999,Barquisimeto,VZ,9.89846826988743,0.879613103716185,0.0888635574447508
210825,2017,DSL Diamondbacks,DSL,Rk,ARI,Jaime,Ismael,56,214,38,59,7,2,2,20,7,8,19,3,41,0,0,3,7,0.276,0.355,0.343,698,17,6-0,179,L,L,OF,11/30/1999,Santo Domingo,DR,5.02638460926684,0.538915795076694,0.107217381273038
210831,2017,DSL Braves,DSL,Rk,ATL,Jimenez,Eric,33,85,16,21,3,0,0,8,7,3,17,0,22,0,0,3,2,0.247,0.282,0.39,672,20,5-9,165,R,R,2B,5/6/1997,Santo Domingo,DR,6.2212121998841,0.189439660609383,0.0304506026354338
210836,2017,DSL Dbacks 2,DSL,Rk,ARI,Jimenez,Rafael,56,207,17,39,8,0,3,20,0,0,20,0,72,1,0,3,0,0.188,0.271,0.27,541,17,6-6,215,L,R,OF,8/25/1999,Bani,DR,6.42001192065478,0.194792364036378,0.0303414333873248
210838,2017,DSL Giants,DSL,Rk,SFN,Jorge,Samuel,44,142,13,33,4,2,2,14,3,4,13,1,35,1,0,5,3,0.232,0.331,0.319,650,17,6-2,190,R,R,3B,9/9/1999,San Pedro de Macoris,DR,9.19279694497373,0.44585829971552,0.0485008319431333
210839,2017,DSL Orioles,DSL,Rk,BAL,Joubas,Malek,32,45,5,7,2,0,0,0,1,1,2,0,10,0,1,1,2,0.156,0.2,0.204,404,20,6-0,175,R,R,OF,7/23/1996,Caracas,VZ,6.13712072083514,0.0269355836865333,0.00438896103103996
210840,2017,DSL Braves,DSL,Rk,ATL,Juan,Manuel,27,80,5,12,1,0,0,7,1,0,6,1,24,0,0,0,1,0.15,0.162,0.209,371,17,6-4,200,L,L,1B,10/24/1999,Boca Chica,DR,13.7474611071482,0.26229942246149,0.0190798446649253
210841,2017,DSL Cle/Mil,DSL,Rk,BAL,Kelkboom,Makesiondon,34,121,8,25,6,2,0,13,2,8,12,1,29,0,2,1,4,0.207,0.289,0.279,568,16,5-11,152,R,R,SS,7/12/2000,Leiden,NT,10.4855351740388,0.766004214739953,0.0730534209294826
210842,2017,DSL Reds,DSL,Rk,CIN,Lantigua,Danny,17,60,6,12,3,2,0,7,1,0,4,0,22,0,0,0,1,0.2,0.317,0.25,567,18,6-1,165,B,R,OF,3/7/1999,La Romana,DR,9.56599555207767,0.246246312657824,0.0257418385067449
210844,2017,DSL Pirates,DSL,Rk,PIT,Lantigua,John,28,84,18,18,0,0,0,7,7,4,14,2,12,0,3,2,2,0.214,0.214,0.33,544,19,6-1,170,L,R,OF,8/26/1997,Moca,DR,6.44084662964348,0.361129944509546,0.0560687073105381
210845,2017,DSL Blue Jays,DSL,Rk,TOR,Lantigua,Rafael,59,218,36,62,8,6,0,23,11,12,33,3,32,0,0,2,5,0.284,0.376,0.383,759,19,5-8,153,R,R,2B,4/28/1998,Puerto Plata,DR,6.39872513569837,0.914275543366095,0.142884015796423
210848,2017,DSL Braves,DSL,Rk,ATL,Lara,Yandri,12,40,4,2,0,0,0,1,0,0,3,0,23,0,0,1,0,0.05,0.05,0.136,186,17,6-0,190,R,R,3B,5/31/2000,Azua,DR,10.5620935273303,0.110631567578221,0.0104743976458788
210850,2017,DSL Marlins,DSL,Rk,MIA,Lebron,Omar,67,241,60,60,7,4,3,34,29,11,46,0,40,1,2,10,2,0.249,0.349,0.388,737,18,6-0,175,L,L,1B,4/11/1999,Santo Domingo,DR,6.53844043157954,0.586730035466856,0.0897354715710265
210851,2017,DSL Rangers 2,DSL,Rk,TEX,Leon,Isaias,47,139,25,25,5,0,1,13,5,4,11,3,54,0,1,11,2,0.18,0.237,0.29,527,17,6-2,182,R,R,OF,8/23/1999,Cartagena,CB,21.0166689289576,0.274352955474257,0.0130540646760744
210852,2017,DSL Rangers 2,DSL,Rk,TEX,Leon,Sergio,11,26,1,3,0,0,0,0,0,0,1,0,10,0,0,0,0,0.115,0.115,0.148,263,17,6-1,170,R,R,C,9/25/1999,Maracaibo,VZ,9.52581025779538,0.0394280693094771,0.00413907775217457
210856,2017,DSL Nationals,DSL,Rk,WAS,Liriano,Adrian,39,114,23,27,8,1,0,12,2,2,15,1,33,0,1,7,4,0.237,0.325,0.358,683,17,5-11,157,R,R,SS,1/4/2000,Las Matas de Farfan,DR,10.0616827944858,0.381022032936942,0.0378686190689451
210857,2017,DSL Cardinals,DSL,Rk,SLN,Longa,Cristhian,34,109,20,31,7,1,1,14,0,0,12,0,16,0,3,3,3,0.284,0.394,0.362,756,17,5-11,180,R,R,1B,4/28/2000,Caracas,VZ,12.4544255212327,0.883710509242107,0.0709555416856066
210859,2017,DSL Rays 2,DSL,Rk,TBA,Lopez,Angel,55,183,33,41,6,2,2,18,5,2,31,2,48,1,1,6,4,0.224,0.311,0.353,664,17,5-11,160,R,R,2B,11/14/1999,San Carlos,VZ,14.3370000113481,1.12528992931766,0.078488521198784
210862,2017,DSL Devil Rays,DSL,Rk,TBA,Lopez,Johan,59,201,24,44,9,1,1,13,11,6,17,0,41,0,2,7,3,0.219,0.289,0.3,589,16,5-10,167,R,R,SS,7/28/2000,San Felipe,VZ,17.8823011551076,0.847653026037257,0.0474017867546731
210865,2017,DSL Diamondbacks,DSL,Rk,ARI,Lopez,Miguel,19,47,2,5,2,1,0,3,0,1,5,2,22,0,0,2,1,0.106,0.191,0.222,413,18,6-1,206,R,R,C,8/2/1998,Ahome,MX,8.33468134649748,0.124900303622226,0.0149856123383426
210866,2017,DSL Dodgers,DSL,Rk,LAN,Lozada,Jose,43,107,19,20,5,0,0,8,4,3,18,0,23,1,2,9,1,0.187,0.234,0.346,580,17,6-0,170,R,R,OF,9/27/1999,Canora,VZ,13.9105818952943,0.536267853864373,0.0385510726942187
210867,2017,DSL Reds,DSL,Rk,CIN,Lozano,Deybert,24,80,12,16,3,0,0,2,4,4,11,0,17,2,1,2,1,0.2,0.237,0.309,546,17,6-1,165,L,R,OF,11/15/1999,--,--,15.9105370264756,0.570578289060772,0.0358616612444515
210873,2017,DSL Phillies,DSL,Rk,PHI,Made,Edgar,53,178,29,43,9,5,1,20,14,7,25,1,35,0,5,4,2,0.242,0.365,0.34,705,17,5-10,145,B,R,SS,12/15/1999,Bani,DR,15.6154188177359,1.34690213701184,0.0862546277325612
210875,2017,DSL Indians,DSL,Rk,CLE,Maestre,Jesus,12,34,4,2,2,0,0,1,0,1,6,0,6,0,0,2,3,0.059,0.118,0.238,356,17,5-10,155,R,R,2B,2/4/2000,Cumana,VZ,16.8177826554507,0.0208113849792581,0.00123746307141822
210883,2017,DSL Angels,DSL,Rk,ANA,Marcano,Marlon,31,86,5,15,2,0,0,7,2,3,11,1,22,1,1,0,1,0.174,0.198,0.265,463,17,5-10,180,R,R,C,9/14/1999,--,--,10.9773472372006,0.33800200590915,0.0307908640043481
210884,2017,DSL Padres,DSL,Rk,SDN,Marcano,Tucupita,49,170,17,35,4,2,0,15,10,3,34,3,15,1,1,1,2,0.206,0.253,0.34,593,17,6-0,165,L,R,2B,9/16/1999,Tucupita,VZ,19.728575030152,1.806688342348,0.0915772345233633
210885,2017,DSL Cubs,DSL,Rk,CHN,Marchan,Ervis,23,76,10,14,4,0,0,6,2,2,7,2,11,1,1,0,3,0.184,0.237,0.25,487,17,5-11,175,L,L,OF,8/16/1999,--,--,15.3030067667898,0.891919030946967,0.0582839075051963
210886,2017,DSL Brewers,DSL,Rk,MIL,Maria,Victor,62,225,19,43,9,0,2,19,6,3,16,0,57,0,0,8,3,0.191,0.258,0.269,527,17,6-2,160,R,R,SS,9/22/1999,Pimentel,DR,19.9349236223889,0.794046684998869,0.0398319401689142
210887,2017,DSL Indians,DSL,Rk,CLE,Marmol,Roger,40,140,14,34,7,1,2,17,0,1,12,1,37,0,0,3,6,0.243,0.35,0.316,666,17,5-11,190,R,R,C,10/5/1999,Sincelejo,CB,8.05616626947814,0.329668854557355,0.0409213071739034
210888,2017,DSL Mets,DSL,Rk,NYN,Marquez,Alexis,27,73,10,16,3,1,0,6,3,1,11,0,8,0,1,0,1,0.219,0.288,0.318,606,18,6-0,181,R,R,3B,6/1/1999,Maracay,VZ,12.6303200125018,0.620137898329189,0.0490991437837966
210889,2017,DSL Brewers,DSL,Rk,MIL,Marte,Alejandro,11,29,2,3,0,0,0,0,0,0,1,0,15,0,0,0,0,0.103,0.103,0.133,236,17,6-2,180,R,R,OF,5/23/2000,Santo Domingo,DR,13.6614151338777,0.0119827981061978,0.000877127148891241
21089,2017,Puebla,Mex,AAA,-,Salas,Francisco,99,376,55,109,20,0,9,47,3,1,39,1,37,1,4,8,13,0.29,0.415,0.365,780,34,5-9,170,R,R,3B,7/25/1982,Tijuana,MX,3.09017054049974,0.500607627560958,0.162
210891,2017,DSL Tigers,DSL,Rk,DET,Marte,Kendry,36,93,12,13,1,0,0,9,4,4,11,1,31,0,2,2,0,0.14,0.151,0.241,392,17,6-0,160,B,R,3B,5/10/2000,Monte Plata,DR,12.0407124676676,0.336797213455104,0.0279715352691538
210892,2017,DSL Blue Jays,DSL,Rk,TOR,Martinez,Andres,58,200,28,57,7,0,0,27,4,8,36,2,33,1,0,3,5,0.285,0.32,0.402,722,19,6-1,165,R,R,OF,9/15/1997,San Francisco de Macoris,DR,6.10001752828873,0.481058339355516,0.0788617962365872
210893,2017,DSL Twins,DSL,Rk,MIN,Martinez,Francisco,39,145,25,37,8,0,3,17,2,2,13,0,56,1,0,1,2,0.255,0.372,0.321,693,18,6-5,220,B,R,OF,4/25/1999,Bani,DR,5.80512020324866,0.166086973349688,0.0286104279557798
