playerid,year,teamName,League,Level,orgName,lastName,firstName,G,AB,R,H,Dbl,Tpl,HR,RBI,SB,CS,BB,IBB,SO,SH,SF,HBP,GDP,Bavg,Slg,obp,OPS,Age,HT,WT,Bats,Throws,posit,borndate,cityName,regionID,Predicted_WAR,MakeIt_PredictedWAR,Likelihood
210894,2017,DSL Dodgers 2,DSL,Rk,LAN,Martinez,Hector,40,140,17,24,7,3,0,18,1,3,15,1,23,0,0,7,3,0.171,0.264,0.284,548,16,6-0,135,R,R,2B,8/22/2000,Cartagena,CB,13.6582455149131,1.18987826933777,0.0871179441047952
210900,2017,DSL Dbacks 2,DSL,Rk,ARI,Martinez,Sandy,41,147,9,30,4,2,0,16,0,2,5,2,33,0,1,4,5,0.204,0.259,0.248,507,17,6-4,195,R,R,C,5/9/2000,Santo Domingo,DR,8.44149101308829,0.142532032347271,0.0168846987014828
210904,2017,DSL Dodgers,DSL,Rk,LAN,Mateo,Edwin,59,214,30,47,4,3,2,19,13,10,30,1,44,0,0,4,2,0.22,0.294,0.327,621,18,5-9,160,L,L,OF,11/18/1998,Santo Domingo,DR,6.21185386372743,0.39984801073232,0.0643685475389452
210906,2017,DSL Phillies,DSL,Rk,PHI,Matos,Luis,60,174,28,40,5,1,0,9,15,8,23,0,48,1,2,2,4,0.23,0.27,0.323,593,17,6-0,175,B,R,OF,12/17/1999,Cabimas,VZ,14.3783296549828,0.369772351856094,0.0257173371823445
210908,2017,DSL Blue Jays,DSL,Rk,TOR,Mauricio,Kenny,45,141,12,29,10,0,0,10,4,4,21,1,34,0,0,1,6,0.206,0.277,0.313,590,17,5-9,150,L,R,2B,3/16/2000,San Pedro de Macoris,DR,8.01572383200953,0.460489478758372,0.0574482714735605
210909,2017,DSL Mets 2,DSL,Rk,NYN,Medina,Alejandro,25,76,11,20,2,0,0,7,0,0,10,0,27,1,1,4,2,0.263,0.289,0.374,663,17,5-11,183,R,R,DH,4/7/2000,Caracas,VZ,7.54035726353005,0.258522618392273,0.0342851948995377
210914,2017,DSL Giants,DSL,Rk,SFN,Medina,Omar,55,178,30,38,2,0,0,25,10,5,22,0,22,0,1,6,5,0.213,0.225,0.319,544,17,5-11,170,B,R,1B,12/20/1999,Punto Fijo,VZ,17.7784518399486,0.748332074662515,0.0420920832364602
210916,2017,DSL Tigers,DSL,Rk,DET,Medrano,Carlos,34,100,11,18,2,1,1,9,1,3,9,0,35,0,0,2,3,0.18,0.25,0.261,511,17,5-11,170,L,R,C,11/11/1999,Santo Domingo,DR,15.2368758521482,0.271150610268209,0.0177956828485927
210921,2017,DSL Rangers 2,DSL,Rk,TEX,Mejia,Leuri,63,196,50,34,11,9,2,24,15,3,51,3,81,1,1,7,1,0.173,0.352,0.361,713,16,6-0,150,B,R,OF,8/30/2000,San Francisco de Macoris,DR,13.0418501282892,1.27446246600897,0.0977209869360885
210924,2017,DSL Giants,DSL,Rk,SFN,Mejias,Keyberth,31,58,4,11,2,1,0,0,1,2,6,0,12,0,2,1,2,0.19,0.259,0.269,528,17,6-0,170,R,R,C,9/24/1999,El Tigre,VZ,8.73146402565359,0.153861675712477,0.0176215208881835
210925,2017,DSL Brewers,DSL,Rk,MIL,Melendez,Anderson,66,246,25,57,11,1,1,11,7,2,8,1,47,0,3,4,8,0.232,0.297,0.264,561,17,6-2,165,R,R,OF,5/31/2000,Barquisimeto,VZ,12.1214585634318,0.233411602270283,0.0192560656829238
210928,2017,DSL Reds,DSL,Rk,CIN,Melo,Junior,28,90,11,26,4,1,0,6,0,3,6,0,11,0,2,1,5,0.289,0.356,0.333,689,20,6-2,175,R,R,1B,5/10/1997,Bani,DR,6.42524202409785,0.313048319876896,0.0487216386095355
210931,2017,DSL Phillies 2,DSL,Rk,PHI,Mendez,Juan,39,140,19,53,4,7,3,26,3,3,8,2,19,1,0,1,0,0.379,0.571,0.416,987,18,5-10,165,L,R,C,2/27/1999,Azua,DR,7.50341377410296,0.894498050919919,0.119212145011536
210933,2017,DSL Royals,DSL,Rk,KCA,Mendez,Yenrrys,30,65,8,5,0,0,0,5,1,1,9,0,15,0,2,3,1,0.077,0.077,0.215,292,17,5-7,165,B,R,OF,5/31/2000,Aragua de Barcelona,VZ,6.79435773773539,0.185598837391808,0.0273166124828849
210934,2017,DSL Dodgers,DSL,Rk,LAN,Mendoza,Cesar,27,65,7,11,3,0,0,8,3,1,17,3,20,0,0,2,2,0.169,0.215,0.357,572,20,5-11,175,R,R,C,2/28/1997,Delicias,MX,6.25288832909257,0.196535801810574,0.0314312029044496
210935,2017,DSL Rangers,DSL,Rk,TEX,Mendoza,Edilberto,32,87,17,18,2,0,1,7,0,0,22,2,21,0,0,3,2,0.207,0.264,0.384,648,17,6-0,180,L,R,C,7/2/1999,Soplaviento,CB,11.3053334259501,0.628142184176595,0.0555615796996102
210937,2017,DSL Astros Orange,DSL,Rk,HOU,Mendoza,Sean,63,196,20,59,6,1,0,22,17,10,27,4,29,0,0,2,2,0.301,0.342,0.391,733,17,5-8,150,B,R,3B,6/2/2000,Guarenas,VZ,15.0381851369158,0.844604448172944,0.0561639879069986
210939,2017,DSL Pirates,DSL,Rk,PIT,Mercedes,Matthew,39,118,12,28,7,0,0,11,0,3,10,0,18,0,1,5,5,0.237,0.297,0.321,618,18,6-1,195,R,R,1B,8/26/1998,Santiago,DR,5.72781494209567,0.309393979053179,0.0540160571144393
210940,2017,DSL Rays 2,DSL,Rk,TBA,Meza,Julio,37,116,16,25,8,1,0,8,1,2,12,1,15,0,3,6,3,0.216,0.302,0.314,616,18,6-0,165,R,R,C,5/4/1999,Barquisimeto,VZ,6.47840461381192,0.360232760788844,0.05560516550955
210943,2017,DSL White Sox,DSL,Rk,CHA,Mieses,Luis,59,247,24,65,8,3,0,25,3,2,10,1,42,1,1,4,4,0.263,0.32,0.302,622,17,6-2,180,L,L,OF,5/31/2000,Santo Domingo,DR,8.76124835570503,0.693688104860348,0.0791768566186851
210945,2017,DSL Tigers,DSL,Rk,DET,Mojica,Jimmy,66,242,26,54,8,1,0,16,3,6,12,0,44,0,0,11,4,0.223,0.264,0.291,555,17,6-0,175,R,R,OF,5/4/2000,Santo Domingo,DR,22.1345014836813,0.826431821328997,0.03733681655032
210948,2017,DSL Padres,DSL,Rk,SDN,Molina,Miguel,35,98,10,25,3,1,2,17,2,1,11,1,22,1,1,0,3,0.255,0.367,0.327,694,20,6-1,195,R,R,C,1/6/1997,Maracay,VZ,7.32853179865315,0.203490299783152,0.0277668577245649
210949,2017,DSL Brewers,DSL,Rk,MIL,Molina,Roberto,39,113,14,21,4,0,0,3,2,0,14,0,26,0,0,1,3,0.186,0.221,0.281,502,17,5-9,160,R,R,C,12/7/1999,Tovar,VZ,15.6462323983368,0.570819674569105,0.0364828835489996
210950,2017,DSL Cardinals,DSL,Rk,SLN,Montano,Luis,54,159,23,33,8,3,3,16,1,3,22,0,54,0,1,1,0,0.208,0.352,0.306,658,17,6-2,170,L,R,OF,4/10/2000,Santo Domingo,DR,10.7317033967997,0.372155252389533,0.0346781157314238
210952,2017,DSL Marlins,DSL,Rk,MIA,Montero,Alvaro,31,73,24,19,2,0,0,14,11,2,26,0,16,2,5,3,2,0.26,0.288,0.449,737,17,5-11,155,L,R,SS,6/27/2000,Bani,DR,21.5240313248208,1.20718036538431,0.0560852354824548
210956,2017,DSL Yankees,DSL,Rk,NYA,Mora,Gabriel,28,83,7,15,3,1,0,9,0,0,10,0,13,0,1,2,1,0.181,0.241,0.281,522,17,5-11,155,R,R,C,6/1/2000,Barquisimeto,VZ,9.61764955672429,0.398204475375101,0.0414035126801529
210957,2017,DSL Phillies 2,DSL,Rk,PHI,Mora,Raymond,67,211,27,51,4,1,0,20,5,5,20,4,52,0,5,4,5,0.242,0.27,0.312,582,16,6-0,155,R,R,OF,7/29/2000,Barquisimeto,VZ,5.95757919704947,0.211591598597128,0.0355163719354196
210961,2017,DSL Cubs,DSL,Rk,CHN,Morel,Christopher,61,223,44,49,6,2,7,40,23,10,35,5,37,1,0,5,3,0.22,0.359,0.338,697,18,6-0,140,R,R,SS,6/24/1999,Santiago,DR,11.6516447452534,0.829680240704468,0.0712071350306541
210962,2017,DSL Blue Jays,DSL,Rk,TOR,Moreno,Gabriel,32,125,9,31,4,1,0,17,5,4,6,4,5,0,0,0,3,0.248,0.296,0.282,578,17,5-11,160,R,R,C,2/14/2000,Barquisimeto,VZ,14.8698033846659,1.51744102904387,0.10204849316358
210963,2017,DSL Tigers,DSL,Rk,DET,Moreno,Jhenrry,30,73,14,17,4,1,1,4,7,3,19,1,24,0,0,4,2,0.233,0.356,0.417,773,17,5-11,160,L,R,OF,3/28/2000,Caracas,VZ,15.7665782475202,0.844410684122402,0.0535570033564646
210972,2017,DSL Phillies,DSL,Rk,PHI,Mujica,Luiggi,42,124,14,20,3,0,0,8,9,3,14,1,39,1,2,2,2,0.161,0.185,0.254,439,17,5-10,155,B,R,2B,11/25/1999,Ciudad Bolivar,VZ,19.046412248352,0.501393477760602,0.0263248254433842
210973,2017,DSL Brewers,DSL,Rk,MIL,Munoz,Joel,16,45,3,8,1,0,0,3,0,0,6,0,10,0,0,0,1,0.178,0.2,0.275,475,20,5-10,155,R,R,C,12/26/1996,Santo Domingo,DR,12.340145515889,0.404216794654926,0.0327562421475874
210975,2017,DSL Royals,DSL,Rk,KCA,Nacero,Kember,25,85,6,17,0,0,0,5,4,4,8,2,36,0,3,3,1,0.2,0.2,0.283,483,17,5-11,155,R,R,SS,3/5/2000,Maracay,VZ,12.4278077279803,0.241840132219836,0.0194595971802291
210976,2017,DSL Reds,DSL,Rk,CIN,Nava,William,33,73,9,12,0,1,0,5,3,1,1,1,16,0,2,0,1,0.164,0.192,0.171,363,19,6-1,180,R,R,OF,5/20/1998,Maracaibo,VZ,12.0542414123241,0.00743368937890555,0.000616686618811653
210979,2017,DSL Braves,DSL,Rk,ATL,Negret,Juan Carlos,50,174,31,46,14,1,2,10,23,9,27,0,47,3,0,16,0,0.264,0.391,0.41,801,18,6-1,190,R,R,OF,6/19/1999,La Habana,CU,6.74930115598263,0.606659548344669,0.0898847946363932
210980,2017,DSL Devil Rays,DSL,Rk,TBA,Nelo,Angel,46,136,11,32,2,0,0,8,3,1,11,0,18,0,2,2,5,0.235,0.25,0.298,548,17,5-7,184,R,R,C,3/29/2000,Barquisimeto,VZ,15.4924185635437,0.528151338943521,0.0340909546677464
210984,2017,DSL Diamondbacks,DSL,Rk,ARI,Noriega,Kevin,38,129,10,29,1,1,1,17,3,3,14,0,25,0,1,1,0,0.225,0.271,0.303,574,17,6-2,175,R,R,OF,10/14/1999,Caracas,VZ,12.1097080810688,0.7204357329045,0.0594924112192898
210986,2017,DSL Twins,DSL,Rk,MIN,Nunez,Alberoni,48,165,35,58,9,7,3,38,11,8,20,5,35,0,0,3,1,0.352,0.545,0.431,976,18,6-1,180,R,R,OF,2/17/1999,Santo Domingo,DR,7.29851280901095,1.11709316031738,0.153057641953877
210989,2017,DSL Angels,DSL,Rk,ANA,Nunez,Jesus,40,117,20,29,2,1,0,8,11,3,20,2,25,1,0,0,0,0.248,0.282,0.358,640,17,5-11,150,R,R,SS,12/25/1999,--,--,19.5639388870347,0.771636672489575,0.0394417850589869
210996,2017,DSL Orioles,DSL,Rk,BAL,Olivares,Oscar,32,110,17,29,11,0,3,20,2,0,14,0,27,1,0,1,2,0.264,0.445,0.352,797,18,6-1,185,R,R,3B,9/3/1998,San Pedro de Macoris,DR,6.25106309069487,0.587601789005362,0.0940002973062368
210999,2017,DSL Braves,DSL,Rk,ATL,Ordonez,Sergio,20,35,4,7,0,0,0,4,0,0,4,0,9,0,1,3,2,0.2,0.2,0.326,526,18,6-0,175,R,R,1B,4/21/1999,--,--,5.30831235104187,0.091214781959774,0.0171833863434715
211002,2017,DSL Rockies,DSL,Rk,COL,Ortiz,Francisco,58,192,26,43,14,0,0,17,3,3,22,3,28,0,2,3,5,0.224,0.297,0.311,608,17,6-0,160,R,R,C,9/15/1999,Caracas,VZ,6.0914888602286,0.326526347719292,0.0536037010346004
211004,2017,DSL Angels,DSL,Rk,ANA,Ozoria,Daniel,60,219,31,54,6,3,0,22,21,10,23,2,42,0,2,6,6,0.247,0.301,0.332,633,16,5-9,135,L,R,SS,8/24/2000,Santo Domingo,DR,7.20019940407892,0.549752200183677,0.0763523576683503
211007,2017,DSL Cubs,DSL,Rk,CHN,Pacheco,Carlos,67,224,45,52,10,3,9,40,10,7,46,5,70,2,1,4,1,0.232,0.424,0.371,795,18,5-11,195,R,R,OF,4/2/1999,Saltillo,MX,5.35590176044172,0.445564440822907,0.0831913019976974
211008,2017,DSL Brewers,DSL,Rk,MIL,Pacheco,Kelvin,6,16,3,0,0,0,0,1,1,0,2,0,6,0,0,1,0,0,0,0.158,158,19,5-11,180,R,R,1B,11/23/1997,Cambita Garabitos,DR,6.48620017502365,0.114767350358852,0.0176940808581249
211010,2017,DSL Cle/Mil,DSL,Rk,BAL,Palacio,Gaspar,29,85,12,15,4,2,0,6,5,5,11,1,22,0,1,1,2,0.176,0.271,0.276,547,17,5-8,155,B,R,2B,3/2/2000,Cartagena,CB,8.55682980408811,0.013792846084244,0.00161191076602393
211012,2017,DSL Rojos,DSL,Rk,CIN,Palacios,Aiverson,43,108,8,16,3,1,0,8,2,5,12,2,59,0,2,1,0,0.148,0.194,0.236,430,17,6-0,150,B,R,2B,4/13/2000,Porlamar,VZ,12.8133505570943,0.112893286755289,0.00881059846542516
211014,2017,DSL Braves,DSL,Rk,ATL,Palma,Jose,40,65,9,16,1,1,0,4,5,2,9,0,12,0,2,0,1,0.246,0.292,0.329,621,18,6-0,170,L,L,OF,6/9/1999,--,--,11.9794436379048,0.166490969488127,0.0138980552453474
211018,2017,DSL Marlins,DSL,Rk,MIA,Paulino,Daniel,64,226,39,72,8,6,0,37,16,9,34,2,43,1,1,7,2,0.319,0.407,0.422,829,18,6-1,155,R,R,OF,11/23/1998,Nizao,DR,6.78107771371049,0.906894471952009,0.133738988143195
211020,2017,DSL Pirates,DSL,Rk,PIT,Paulino,Ronaldo,56,185,30,41,12,0,3,24,2,3,26,4,80,0,1,4,2,0.222,0.335,0.329,664,18,6-4,223,R,R,1B,9/30/1998,Moca,DR,6.40486808634356,0.157126028374421,0.0245322817357386
211021,2017,DSL Yankees,DSL,Rk,NYA,Paulino,Starlin,50,185,33,52,8,3,1,30,9,3,19,2,33,1,0,3,3,0.281,0.373,0.357,730,17,6-1,170,R,R,SS,2/24/2000,--,--,6.97439646592004,1.02048512294307,0.146318771513723
211030,2017,DSL Cardinals,DSL,Rk,SLN,Pena,Erik,44,127,16,27,5,0,0,12,2,4,16,2,30,0,0,4,2,0.213,0.252,0.32,572,17,5-8,140,B,R,2B,1/6/2000,Valencia,VZ,11.2794052209628,0.419390367343412,0.0371819576588996
211035,2017,DSL Marlins,DSL,Rk,MIA,Pena,Miguel,56,188,27,55,4,0,0,36,2,7,13,2,20,1,1,4,6,0.293,0.314,0.35,664,19,6-0,175,R,R,C,1/14/1998,Cartagena,CB,7.09472523441575,0.302802248204719,0.0426799119345536
211038,2017,DSL Rockies,DSL,Rk,COL,Pena,Yolki,62,212,36,64,8,2,2,32,3,4,40,4,34,0,1,2,2,0.302,0.387,0.416,803,17,6-2,165,L,L,OF,3/30/2000,San Pedro de Macoris,DR,7.53421900375755,1.36146866605517,0.180704684238163
211039,2017,DSL Diamondbacks,DSL,Rk,ARI,Perdomo,Geraldo,63,214,42,51,3,2,1,11,16,8,60,1,37,0,0,3,1,0.238,0.285,0.412,697,17,6-2,184,R,R,SS,10/22/1999,Santo Domingo,DR,21.3055445878802,2.0895419483909,0.0980750311155877
211042,2017,DSL Cle/Mil,DSL,Rk,BAL,Perez,Derian,56,156,21,35,5,2,1,12,9,14,27,1,35,0,2,9,0,0.224,0.301,0.366,667,17,6-3,175,L,L,OF,6/8/2000,Santo Domingo,DR,19.7372297754006,0.765218429700468,0.0387703055802792
211047,2017,DSL Dodgers 2,DSL,Rk,LAN,Perez,Jaime,44,121,21,25,4,2,2,9,7,5,17,1,47,1,0,4,1,0.207,0.322,0.324,646,17,6-1,178,R,R,OF,4/5/2000,Havana,CU,16.2238718167331,0.412765197688469,0.0254418428813489
211050,2017,DSL Mariners,DSL,Rk,SEA,Perez,Miguel,27,74,8,11,3,1,0,5,2,1,15,1,29,0,1,1,2,0.149,0.216,0.297,513,16,6-2,170,R,R,OF,8/21/2000,Santo Domingo,DR,8.1380248425031,0.275280902066042,0.0338265005813586
211052,2017,DSL Mariners,DSL,Rk,SEA,Perez,Robert,66,249,27,54,14,0,4,35,6,2,19,4,68,2,0,5,3,0.217,0.321,0.286,607,17,6-1,170,R,R,OF,6/26/2000,Barquisimeto,VZ,8.48813808946603,0.26699311885459,0.0314548509979985
211053,2017,DSL Tigers,DSL,Rk,DET,Perez,Wenceel,61,226,31,71,8,1,0,22,16,6,27,2,21,0,2,1,10,0.314,0.358,0.387,745,17,5-11,170,B,R,SS,10/30/1999,Azua,DR,13.5804203262474,2.14999096035978,0.158315494565688
211055,2017,DSL Nationals,DSL,Rk,WAS,Perez,Wilmer,61,224,34,70,17,4,3,34,5,3,20,3,38,2,0,7,3,0.312,0.464,0.386,850,19,5-10,186,R,R,DH,4/16/1998,Valencia,VZ,6.88494345616801,1.06289150654008,0.154379119205092
211056,2017,DSL Tigers,DSL,Rk,DET,Perez,Yerjeni,51,163,18,39,3,1,0,13,4,2,13,2,40,0,4,4,6,0.239,0.27,0.304,574,17,6-1,165,R,R,3B,2/6/2000,Santiago,DR,8.52920925934098,0.243657026976752,0.0285673641680095
211057,2017,DSL Blue Jays,DSL,Rk,TOR,Perez,Yhon,55,193,32,48,8,4,0,24,8,4,25,4,21,0,1,2,5,0.249,0.332,0.339,671,17,5-9,150,R,R,OF,5/5/2000,Ciudad Bolivar,VZ,12.3338020963836,1.18857819573025,0.0963675423394993
211058,2017,DSL Astros Orange,DSL,Rk,HOU,Perfecto,Fildex,40,126,14,27,4,2,0,12,7,6,11,1,29,0,2,4,1,0.214,0.278,0.294,572,18,5-11,160,B,R,OF,8/19/1998,Caracas,VZ,9.74661530328148,0.404581473415397,0.0415099458454242
211059,2017,DSL Rangers 2,DSL,Rk,TEX,Perozo,Rehybell,55,167,16,35,3,1,1,19,2,2,25,3,49,0,0,1,4,0.21,0.257,0.316,573,17,6-3,180,B,R,3B,11/6/1999,San Pedro de Macoris,DR,10.0257074672307,0.476534586946282,0.0475312678435758
211061,2017,DSL Giants,DSL,Rk,SFN,Pichardo,Luigi,16,54,5,14,1,0,0,7,2,0,2,3,9,0,0,0,1,0.259,0.278,0.286,564,17,5-10,185,R,R,OF,9/4/1999,Hato Mayor,DR,16.2938722154717,0.5798900931758,0.0355894587552473
211062,2017,DSL Cubs,DSL,Rk,CHN,Pina,Oswaldo,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,400,18,5-10,170,R,R,3B,8/9/1998,Ciudad Ojeda,VZ,12.5981623396079,0.299499086969743,0.0237732360400004
211066,2017,DSL Marlins,DSL,Rk,MIA,Pineda,Bryan,18,59,6,12,1,0,0,8,1,1,5,0,14,0,1,2,2,0.203,0.22,0.284,504,17,6-3,165,R,R,OF,2/28/2000,Santo Domingo,DR,10.7265799420381,0.510420031183041,0.0475846014238588
211067,2017,DSL Royals,DSL,Rk,KCA,Pineda,Hector,23,76,5,9,3,0,1,9,1,1,6,0,19,0,1,1,0,0.118,0.197,0.19,387,18,5-10,160,R,R,3B,8/22/1998,Mao,DR,5.92943988760946,0.267623218309711,0.0451346540959044
211071,2017,DSL Nationals,DSL,Rk,WAS,Porte,Cesar,46,160,14,35,5,2,2,19,3,3,13,2,38,1,1,3,1,0.219,0.312,0.288,600,18,6-0,180,R,R,SS,10/31/1998,Santo Domingo,DR,5.96842705127001,0.249547307507239,0.0418112352490157
211072,2017,DSL Diamondbacks,DSL,Rk,ARI,Porteles,Richard,57,192,29,45,4,2,1,12,11,4,9,2,17,0,5,6,3,0.234,0.292,0.283,575,18,5-10,165,R,R,3B,1/9/1999,Barquisimeto,VZ,10.3233372082066,0.474194839242241,0.0459342584358553
211078,2017,DSL Angels,DSL,Rk,ANA,Quezada,Jose,22,86,13,23,2,2,0,7,10,4,10,1,22,0,0,1,0,0.267,0.337,0.351,688,18,5-9,145,R,R,OF,7/26/1998,Azua,DR,6.16033202370611,0.511559491033646,0.0830408960207127
211079,2017,DSL Rangers 2,DSL,Rk,TEX,Quiceno,Daniel,3,10,1,3,0,0,0,0,1,0,1,0,3,0,0,0,0,0.3,0.3,0.364,664,17,6-1,165,L,R,OF,2/8/2000,Cali,CB,13.4131486658228,0.830707688576665,0.0619323403678762
211080,2017,DSL Rockies,DSL,Rk,COL,Quijada,Bryant,21,59,11,19,7,0,0,12,0,1,14,3,19,0,1,2,0,0.322,0.441,0.461,902,17,5-10,167,R,R,1B,7/2/1999,--,--,8.13283468810802,0.512425922587378,0.0630070500924673
211082,2017,DSL Padres,DSL,Rk,SDN,Quintero,Alison,15,46,5,8,2,1,0,4,0,0,6,1,15,0,0,1,0,0.174,0.261,0.283,544,17,5-11,175,R,R,C,4/24/2000,Valencia,VZ,7.27851714278967,0.300682057362255,0.0413108949891147
211084,2017,DSL Braves,DSL,Rk,ATL,Quintero,Henry,9,30,6,10,5,1,0,9,0,0,3,1,7,0,0,2,1,0.333,0.567,0.429,996,23,6-1,193,R,R,OF,5/23/1994,Camaguey,CU,11.7499124386086,1.64660259708557,0.140137435550163
211086,2017,DSL Rays 2,DSL,Rk,TBA,Ramirez,Abiezel,54,198,25,43,6,4,1,14,8,7,27,0,55,0,0,1,1,0.217,0.303,0.314,617,17,5-11,160,B,R,SS,1/26/2000,Azua,DR,11.4768042422246,0.504429034616245,0.0439520465775992
211090,2017,DSL Cle/Mil,DSL,Rk,BAL,Ramirez,Micael,23,79,15,24,8,1,0,14,0,0,8,0,10,0,0,1,1,0.304,0.43,0.375,805,18,5-11,170,R,R,C,6/8/1999,Guatire,VZ,11.0493626335519,1.26350181957125,0.114350651840729
211095,2017,DSL Mets,DSL,Rk,NYN,Rene,Julio,58,211,35,53,8,2,0,14,12,12,12,1,78,0,1,8,1,0.251,0.308,0.315,623,19,6-2,182,R,R,OF,11/6/1997,San Pedro de Macoris,DR,5.33395183117289,0.0676010396878036,0.0126737251905289
211096,2017,DSL Braves,DSL,Rk,ATL,Reyes,Charles,61,222,19,48,7,2,0,29,6,2,20,4,66,0,0,3,2,0.216,0.266,0.29,556,17,6-1,165,R,R,OF,9/8/1999,Santo Domingo,DR,14.3673573736079,0.41065085293127,0.0285822119024906
211097,2017,DSL Twins,DSL,Rk,MIN,Reyes,Felix,36,112,19,28,7,3,1,13,5,3,13,1,47,0,1,5,1,0.25,0.393,0.351,744,18,6-0,180,L,L,OF,3/1/1999,Santo Domingo,DR,7.36541785579487,0.217277661609312,0.0294997060402167
211098,2017,DSL Braves,DSL,Rk,ATL,Reyes,Joel,21,65,8,11,5,0,0,3,0,2,5,0,16,1,0,2,3,0.169,0.246,0.25,496,17,6-0,200,R,R,OF,10/3/1999,Santo Domingo,DR,13.5963507879833,0.577738650577275,0.0424921848212308
2111,2017,Saltillo,Mex,AAA,-,Borges,Luis,101,356,43,114,19,0,1,40,1,2,20,2,29,9,2,0,14,0.32,0.382,0.354,736,36,5-8,150,L,R,SS,7/10/1980,Merida,MX,3.03080035084415,0.133355215437143,0.044
211100,2017,DSL Rojos,DSL,Rk,CIN,Reyes,Reyny,59,208,29,50,9,0,2,19,9,2,16,2,23,0,2,5,5,0.24,0.312,0.307,619,18,6-2,185,R,R,SS,3/20/1999,San Cristobal,DR,6.52431213358621,0.31287260728756,0.0479548802818518
211101,2017,DSL Royals,DSL,Rk,KCA,Reynoso,Reynin,49,161,20,36,4,2,1,11,5,11,24,0,42,1,2,5,0,0.224,0.292,0.339,631,17,5-11,160,L,L,OF,11/25/1999,San Cristobal,DR,11.2603939207805,0.658866289975201,0.0585118331215122
211102,2017,DSL Athletics,DSL,Rk,OAK,Richards,Kevin,35,101,16,25,0,4,0,10,10,5,11,2,29,0,1,2,3,0.248,0.327,0.33,657,17,6-2,160,R,R,OF,1/8/2000,La Romana,DR,8.82383076402947,0.320760585520407,0.0363516248326061
211103,2017,DSL Rojos,DSL,Rk,CIN,Rijo,Jeison,42,129,17,40,14,0,2,20,2,1,12,0,25,1,1,5,1,0.31,0.465,0.388,853,18,6-0,165,R,R,3B,10/14/1998,La Romana,DR,6.4999908412052,0.354367979323617,0.0545182274838271
211105,2017,DSL Rojos,DSL,Rk,CIN,Rivas,Moises,36,98,10,13,2,2,2,11,7,0,9,0,49,0,1,1,2,0.133,0.255,0.211,466,18,6-1,175,R,R,OF,11/18/1998,Santo Domingo,DR,10.6223243059597,0.145424585014847,0.0136904674368919
211106,2017,DSL Phillies,DSL,Rk,PHI,Rivera,Jose,36,102,19,29,3,1,0,10,6,4,21,2,22,0,1,7,1,0.284,0.333,0.435,768,18,5-10,165,R,R,DH,5/26/1999,Peravia,DR,6.42626792173772,0.28906402424264,0.0449816328486464
211110,2017,DSL Marlins,DSL,Rk,MIA,Rodriguez,Christopher,51,162,19,45,9,0,2,26,1,0,30,2,36,1,2,6,1,0.278,0.37,0.405,775,17,6-2,190,R,R,3B,12/22/1999,La Romana,DR,11.6698818718795,0.787006277238193,0.0674390954320297
211116,2017,DSL Indians,DSL,Rk,CLE,Rodriguez,Henry,6,15,2,1,0,0,0,0,1,0,4,0,8,0,0,1,0,0.067,0.067,0.3,367,18,6-2,190,R,R,DH,3/26/1999,Sabana Grande de Palenque,DR,7.283284739059,0.187160436635469,0.0256972565732272
211118,2017,DSL Rangers 2,DSL,Rk,TEX,Rodriguez,Josue,8,11,1,1,0,0,0,1,0,0,1,0,5,0,0,2,0,0.091,0.091,0.286,377,17,5-10,160,R,R,C,12/27/1999,Santiago,DR,7.10383364889375,0.0551085910160876,0.00775758467045036
211120,2017,DSL Astros Blue,DSL,Rk,HOU,Rodriguez,Nerio,44,153,27,31,10,0,4,23,1,0,24,5,55,0,0,1,1,0.203,0.346,0.315,661,17,6-2,205,R,R,DH,9/21/1999,New York,NY,5.63934245855984,0.398516327506722,0.0706671620734475
211121,2017,DSL Pirates,DSL,Rk,PIT,Rodriguez,Rayvi,39,78,22,12,0,2,0,6,7,1,12,0,17,0,0,5,1,0.154,0.205,0.305,510,19,5-11,142,L,L,OF,4/16/1998,San Ignacio de Sabana,DR,10.6556664600612,0.237662255648357,0.0223038377317033
211124,2017,DSL Orioles,DSL,Rk,BAL,Rojas,Edidson,52,185,31,43,9,2,2,17,15,6,28,2,51,1,0,7,2,0.232,0.335,0.355,690,18,6-3,185,L,R,SS,5/14/1999,Mao,DR,6.59231633747779,0.496735543064533,0.0753506836801135
211125,2017,DSL Phillies,DSL,Rk,PHI,Rojas,Luis,56,207,27,54,7,3,0,27,14,4,13,5,29,1,1,1,1,0.261,0.324,0.306,630,17,5-9,150,R,R,3B,4/19/2000,Carupano,VZ,12.6195576279126,0.531761551178922,0.04213789158526
211132,2017,DSL Phillies,DSL,Rk,PHI,Rondon,Enny,51,144,18,32,10,1,1,15,4,1,16,0,33,1,1,9,2,0.222,0.326,0.335,661,18,6-0,170,R,R,1B,7/31/1998,Santo Domingo,DR,6.58774806667677,0.21334881951645,0.0323856980195776
211136,2017,DSL Pirates,DSL,Rk,PIT,Rosario,Ivan,26,53,8,6,0,0,0,4,2,2,12,0,16,0,0,0,3,0.113,0.113,0.277,390,18,6-2,155,R,R,2B,11/9/1998,Santo Domingo,DR,15.7910782484264,0.422320709378463,0.0267442604446942
