"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Troy Stein","- - -","24","249",".272","1.15","14.4 %","45.8 %","39.9 %","18.0 %","16.4 %","52.2 %","18.6 %","29.2 %","14.9 %","342","555","897","sa827185"
"Cody Asche","- - -","26","160",".283","0.73","19.8 %","34.0 %","46.2 %","18.4 %","16.3 %","53.3 %","25.2 %","21.5 %","9.7 %","230","370","600","11997"
"Drew Longley","- - -","27","201",".263","0.67","21.2 %","31.7 %","47.1 %","34.7 %","16.3 %","56.6 %","20.8 %","22.6 %","21.5 %","237","488","725","sa659756"
"Brandon Wagner","- - -","20","218",".316","1.33","18.6 %","46.4 %","35.0 %","8.2 %","16.3 %","42.3 %","32.4 %","25.4 %","22.4 %","135","289","424","sa738979"
"Kyri Washington","Red Sox (A)","21","425",".336","1.04","21.9 %","39.8 %","38.3 %","23.5 %","16.3 %","47.0 %","24.3 %","28.7 %","17.5 %","554","1031","1585","sa857813"
"Kyle Garlick","- - -","24","534",".373","1.10","27.4 %","38.1 %","34.5 %","13.7 %","16.2 %","46.4 %","25.9 %","27.6 %","15.4 %","666","1245","1911","sa875898"
"Todd Isaacs","Indians (A-)","20","165",".442","1.14","17.7 %","43.8 %","38.5 %","37.8 %","16.2 %","50.5 %","30.5 %","19.1 %","15.9 %","166","381","547","sa829465"
"Luis Alfonso Garcia","Mexican (AAA)","37","366",".326","1.20","24.3 %","41.3 %","34.5 %","28.4 %","16.0 %","55.1 %","21.4 %","23.5 %","6.4 %","658","854","1512","sa205818"
"Ericson Leonora","Diamondbacks (A+)","23","86",".260","0.84","14.8 %","38.9 %","46.3 %","28.0 %","16.0 %","58.2 %","20.0 %","21.8 %","19.4 %","90","204","294","sa507157"
"Wynston Sawyer","- - -","24","390",".313","1.55","23.6 %","46.4 %","30.0 %","5.3 %","16.0 %","44.0 %","21.4 %","34.6 %","6.7 %","680","903","1583","sa548430"
"Bo Bichette","Blue Jays (R)","18","91",".484","0.92","27.3 %","34.8 %","37.9 %","8.0 %","16.0 %","44.1 %","29.4 %","26.5 %","24.5 %","35","124","159","sa917949"
"Hunter Dozier","- - -","24","544",".353","0.95","22.2 %","38.0 %","39.9 %","18.8 %","16.0 %","46.7 %","24.9 %","28.4 %","12.4 %","791","1279","2070","15117"
"Travis Ishikawa","- - -","32","483",".299","0.99","22.4 %","38.6 %","39.0 %","14.2 %","15.9 %","42.5 %","26.9 %","30.6 %","12.8 %","748","1259","2007","4793"
"Jonathan McCray","Royals (R)","21","177",".289","1.16","16.7 %","44.7 %","38.6 %","25.0 %","15.9 %","47.1 %","24.8 %","28.1 %","31.5 %","60","254","314","sa875408"
"Gabriel Quintana","Padres (AA)","23","487",".300","1.02","19.1 %","40.8 %","40.1 %","25.4 %","15.9 %","51.1 %","23.1 %","25.9 %","16.8 %","585","1283","1868","sa548052"
"Jan Hernandez","- - -","21","349",".346","1.68","17.6 %","51.7 %","30.7 %","19.0 %","15.9 %","53.9 %","22.1 %","24.0 %","18.1 %","435","867","1302","sa737639"
"Diory Hernandez","Mexican (AAA)","32","474",".311","1.06","19.5 %","41.4 %","39.2 %","30.3 %","15.9 %","53.1 %","21.2 %","25.7 %","5.5 %","708","1030","1738","4950"
"Josciel Veras","- - -","23","90",".273","1.53","15.8 %","50.9 %","33.3 %","10.5 %","15.8 %","32.2 %","28.8 %","39.0 %","14.0 %","140","217","357","sa829515"
"Ricky Mota","White Sox (R)","18","83",".364","1.00","17.4 %","41.3 %","41.3 %","15.8 %","15.8 %","59.2 %","16.3 %","24.5 %","47.2 %","18","141","159","sa872448"
"Raul Juarez","Reds (R)","18","216",".343","1.71","29.0 %","44.8 %","26.2 %","28.9 %","15.8 %","55.6 %","18.5 %","25.8 %","24.2 %","109","255","364","sa872462"
"Niko Vasquez","Mexican (AAA)","27","391",".312","0.97","18.4 %","40.2 %","41.4 %","13.9 %","15.7 %","52.8 %","23.3 %","24.0 %","10.7 %","579","868","1447","sa454460"
"Joey Curletta","- - -","22","409",".329","0.86","15.9 %","38.9 %","45.2 %","26.9 %","15.7 %","46.1 %","27.4 %","26.5 %","17.3 %","548","954","1502","sa658025"
"Ryan Cordell","Rangers (AA)","24","445",".299","1.05","19.0 %","41.5 %","39.5 %","38.0 %","15.7 %","48.9 %","22.7 %","28.4 %","10.9 %","541","1061","1602","sa737938"
"Willie Calhoun","Dodgers (AA)","21","560",".242","1.06","19.5 %","41.4 %","39.1 %","34.9 %","15.7 %","49.7 %","21.1 %","29.2 %","5.8 %","783","1192","1975","17838"
"Chris Shaw","- - -","22","561",".313","1.24","19.1 %","44.7 %","36.1 %","17.9 %","15.7 %","40.8 %","25.8 %","33.4 %","13.5 %","735","1269","2004","sa658778"
"Jason Morozowski","- - -","22","427",".303","1.58","16.7 %","51.0 %","32.3 %","8.4 %","15.7 %","42.3 %","26.6 %","31.0 %","11.3 %","612","956","1568","sa875605"
"Chris Colabello","- - -","32","173",".235","1.94","11.3 %","58.5 %","30.2 %","9.4 %","15.6 %","48.6 %","19.6 %","31.8 %","14.9 %","257","389","646","13051"
"Carlos Quentin","Mexican (AAA)","33","82",".182","0.63","11.9 %","33.9 %","54.2 %","21.9 %","15.6 %","51.7 %","21.7 %","26.7 %","15.1 %","98","181","279","6274"
"Tyler Marlette","- - -","23","412",".330","1.47","14.1 %","51.1 %","34.8 %","24.0 %","15.6 %","38.7 %","31.7 %","29.6 %","12.5 %","564","979","1543","sa597836"
"Spencer Johnson","- - -","22","199",".291","0.52","12.6 %","29.7 %","57.7 %","20.3 %","15.6 %","46.9 %","29.2 %","23.9 %","20.9 %","211","489","700","sa918351"
"Drew Ferguson","- - -","23","450",".375","0.97","24.0 %","37.5 %","38.5 %","11.9 %","15.6 %","45.2 %","24.3 %","30.5 %","9.6 %","631","1010","1641","sa875766"
"Dean Green","- - -","27","534",".314","1.08","22.0 %","40.5 %","37.5 %","15.5 %","15.5 %","44.4 %","26.3 %","29.3 %","12.5 %","676","1240","1916","sa526876"
"Jesus Valdez","Mexican (AAA)","31","427",".328","1.16","21.3 %","42.3 %","36.4 %","19.8 %","15.5 %","48.6 %","25.4 %","26.0 %","7.2 %","632","973","1605","sa244229"
"Alex Bregman","- - -","22","368",".297","0.69","20.4 %","32.5 %","47.1 %","24.8 %","15.5 %","45.1 %","26.7 %","28.2 %","4.7 %","576","787","1363","17678"
"Kevin Plawecki","Mets (AAA)","25","207",".297","1.54","21.0 %","47.9 %","31.1 %","21.2 %","15.4 %","45.1 %","19.7 %","35.3 %","7.4 %","260","457","717","13807"
"Ronald Acuna Jr.","- - -","18","179",".361","2.69","18.6 %","59.3 %","22.0 %","30.8 %","15.4 %","37.5 %","30.5 %","32.0 %","6.8 %","239","379","618","18401"
"J.P. Arencibia","- - -","30","372",".294","0.80","25.2 %","33.2 %","41.6 %","25.0 %","15.4 %","44.1 %","24.4 %","31.5 %","17.8 %","442","933","1375","697"
"K.J. Woods","- - -","20","258",".313","1.06","20.1 %","41.0 %","38.8 %","19.2 %","15.4 %","40.4 %","30.2 %","29.4 %","15.2 %","403","591","994","sa737777"
"Zack Collins","- - -","21","164",".329","0.79","17.6 %","36.5 %","45.9 %","7.7 %","15.4 %","38.8 %","27.1 %","34.1 %","14.2 %","266","373","639","sa738390"
"Miguel Almonte","Blue Jays (R)","19","87",".277","2.08","16.7 %","56.3 %","27.1 %","7.7 %","15.4 %","42.0 %","16.0 %","42.0 %","44.3 %","40","136","176","sa827947"
"Sterling Guzman","Blue Jays (R)","18","144",".258","1.81","18.0 %","52.8 %","29.2 %","34.6 %","15.4 %","51.1 %","19.6 %","29.4 %","25.5 %","67","192","259","sa872469"
"Logan Nottebrok","Royals (R)","24","36",".300","0.38","10.0 %","25.0 %","65.0 %","15.4 %","15.4 %","54.6 %","31.8 %","13.6 %","27.8 %","15","57","72","sa877532"
"Jorsan Garcia","Diamondbacks (R)","17","76",".256","1.62","17.1 %","51.2 %","31.7 %","38.5 %","15.4 %","64.3 %","21.4 %","14.3 %","31.0 %","46","99","145","sa917517"
"David Greer","Mariners (A-)","20","109",".393","2.62","25.4 %","54.0 %","20.6 %","0.0 %","15.4 %","33.3 %","30.2 %","36.5 %","11.8 %","152","247","399","sa918187"
"Paxton De La Garza","- - -","22","240",".436","1.79","29.7 %","45.2 %","25.2 %","15.4 %","15.4 %","43.1 %","26.9 %","30.0 %","19.4 %","189","425","614","sa918868"
"Yanier Herrera","Mexican (AAA)","23","62",".475","1.69","14.6 %","53.7 %","31.7 %","0.0 %","15.4 %","52.4 %","31.0 %","16.7 %","21.8 %","81","135","216","sa921338"
"Jake Fox","Phillies (AA)","33","471",".290","0.69","21.4 %","32.0 %","46.6 %","21.3 %","15.3 %","53.8 %","24.8 %","21.4 %","16.6 %","555","1073","1628","6267"
"Heath Quinn","- - -","21","267",".426","1.22","22.0 %","42.9 %","35.1 %","5.1 %","15.3 %","43.9 %","25.2 %","31.0 %","10.8 %","351","544","895","sa737904"
"Justin Ruggiano","- - -","34","202",".289","1.28","11.8 %","49.6 %","38.7 %","15.2 %","15.2 %","52.9 %","24.0 %","23.1 %","15.1 %","319","491","810","7620"
"Ryan Miller","Padres (AA)","23","214",".298","1.26","23.5 %","42.6 %","33.8 %","26.1 %","15.2 %","48.6 %","28.3 %","23.2 %","15.4 %","264","526","790","sa738892"
"Adrian Rondon","Rays (R)","17","210",".318","1.48","13.0 %","51.9 %","35.1 %","26.1 %","15.2 %","43.4 %","28.7 %","27.9 %","31.3 %","72","318","390","sa877519"
"Jaff Decker","Rays (AAA)","26","417",".295","1.46","28.7 %","42.3 %","29.0 %","20.3 %","15.2 %","43.6 %","26.9 %","29.5 %","8.1 %","762","1047","1809","7945"
"Ryan McBroom","- - -","24","548",".301","1.02","22.5 %","39.2 %","38.4 %","17.9 %","15.2 %","41.2 %","29.4 %","29.4 %","12.8 %","729","1332","2061","sa738641"
"Kennys Vargas","Twins (AAA)","25","402",".270","1.00","16.8 %","41.6 %","41.6 %","27.3 %","15.2 %","40.2 %","28.5 %","31.3 %","10.7 %","695","965","1660","12101"
"Joshua Lopez","- - -","20","184",".377","1.67","22.8 %","48.2 %","28.9 %","6.1 %","15.2 %","35.8 %","25.0 %","39.2 %","28.5 %","102","256","358","sa736864"
"Jose Sermo","Red Sox (A+)","25","236",".360","1.21","25.5 %","40.8 %","33.8 %","11.3 %","15.1 %","44.0 %","30.2 %","25.8 %","13.9 %","294","555","849","sa503812"
"Robbie Grossman","- - -","26","143",".281","0.75","24.7 %","32.3 %","43.0 %","27.5 %","15.0 %","43.2 %","21.1 %","35.8 %","4.7 %","248","311","559","5254"
"Stephen Wrenn","- - -","21","321",".315","1.11","17.6 %","43.4 %","39.0 %","18.8 %","15.0 %","42.1 %","28.5 %","29.4 %","14.2 %","404","785","1189","sa738419"
"Lewin Diaz","Twins (R)","19","187",".344","0.97","13.9 %","42.3 %","43.8 %","13.3 %","15.0 %","47.1 %","22.1 %","30.7 %","28.7 %","60","257","317","sa828420"
"Will Benson","Indians (R)","18","184",".293","0.93","15.4 %","40.7 %","44.0 %","27.5 %","15.0 %","61.2 %","17.4 %","21.4 %","39.1 %","105","281","386","sa917927"
"Tyler Lancaster","Cardinals (R)","21","64",".116","1.10","4.5 %","50.0 %","45.5 %","30.0 %","15.0 %","39.1 %","28.3 %","32.6 %","16.4 %","39","77","116","sa918359"
"J.J. Gould","- - -","22","266",".290","1.17","18.2 %","44.0 %","37.7 %","33.3 %","15.0 %","45.1 %","22.0 %","32.9 %","12.9 %","352","627","979","sa918528"
"Kevin Cron","Diamondbacks (AA)","23","510",".248","0.59","16.6 %","31.0 %","52.4 %","30.5 %","14.9 %","51.2 %","23.5 %","25.3 %","16.9 %","630","1285","1915","sa597807"
"Aristides Aquino","Reds (A+)","22","526",".304","1.00","17.0 %","41.5 %","41.5 %","20.8 %","14.9 %","49.2 %","22.3 %","28.5 %","16.5 %","579","1201","1780","sa597058"
"Miguel Gomez","- - -","23","467",".344","1.59","22.6 %","47.5 %","29.9 %","23.7 %","14.9 %","47.4 %","25.9 %","26.7 %","10.1 %","486","1047","1533","17075"
"Tyler O'Neill","Mariners (AA)","21","575",".364","0.78","18.2 %","35.9 %","45.9 %","18.6 %","14.9 %","43.0 %","30.9 %","26.1 %","15.8 %","876","1339","2215","15711"
"Tanner Hill","Diamondbacks (R)","22","180",".354","0.98","21.2 %","39.0 %","39.8 %","23.4 %","14.9 %","50.0 %","20.0 %","30.0 %","13.2 %","235","410","645","sa918601"
"Paul DeJong","Cardinals (AA)","22","552",".318","0.89","20.9 %","37.3 %","41.8 %","16.2 %","14.9 %","45.5 %","28.2 %","26.3 %","14.3 %","700","1341","2041","18015"
"Matt Winn","- - -","23","443",".298","1.02","21.2 %","39.8 %","39.0 %","17.8 %","14.9 %","50.2 %","22.7 %","27.1 %","16.8 %","653","1036","1689","sa858059"
"Paul Hoenecke","- - -","25","201",".277","1.23","17.1 %","45.7 %","37.2 %","23.0 %","14.8 %","50.6 %","17.1 %","32.3 %","8.6 %","206","461","667","sa546964"
"Stewart Ijames","Diamondbacks (AA)","27","279",".302","0.94","21.9 %","37.9 %","40.2 %","13.2 %","14.7 %","48.3 %","25.6 %","26.2 %","12.0 %","428","670","1098","sa549845"
"C.J. Chatham","- - -","21","146",".267","1.59","15.4 %","51.9 %","32.7 %","23.5 %","14.7 %","51.4 %","25.2 %","23.4 %","20.4 %","116","305","421","sa873984"
"Billy Endris","- - -","22","219",".313","2.03","24.3 %","50.7 %","25.0 %","23.5 %","14.7 %","44.7 %","24.8 %","30.5 %","14.5 %","277","498","775","sa876334"
"Mike Jacobs","Mexican (AAA)","35","177",".308","1.07","30.3 %","36.1 %","33.6 %","29.3 %","14.6 %","49.2 %","23.8 %","27.0 %","9.8 %","261","375","636","2231"
"Josh Ockimey","Red Sox (A)","20","499",".284","0.83","18.2 %","37.1 %","44.7 %","11.4 %","14.6 %","43.9 %","26.4 %","29.6 %","14.7 %","935","1141","2076","sa829375"
"Cesar Tapia","Mexican (AAA)","33","369",".382","0.61","21.9 %","29.6 %","48.5 %","18.8 %","14.6 %","45.5 %","27.9 %","26.6 %","10.4 %","430","795","1225","sa508485"
"Jonathan Rodriguez","- - -","26","492",".332","1.42","17.5 %","48.3 %","34.1 %","19.4 %","14.6 %","48.2 %","26.7 %","25.1 %","12.5 %","781","1173","1954","sa503023"
"Julian Leon","Dodgers (A+)","20","237",".325","0.78","25.2 %","32.8 %","42.0 %","10.9 %","14.5 %","42.5 %","30.6 %","26.9 %","20.9 %","249","546","795","sa739577"
"Kellin Deglan","Rangers (AA)","24","294",".281","1.15","14.7 %","45.5 %","39.7 %","25.8 %","14.5 %","51.5 %","26.4 %","22.1 %","21.1 %","350","721","1071","sa548189"
"Stefen Romero","Mariners (AAA)","27","462",".317","0.96","18.2 %","40.1 %","41.8 %","27.6 %","14.5 %","45.9 %","22.0 %","32.1 %","8.2 %","679","1072","1751","11746"
"Guillermo Quiroz","Indians (AAA)","34","297",".311","1.17","19.5 %","43.4 %","37.1 %","25.0 %","14.5 %","55.6 %","23.2 %","21.3 %","13.2 %","357","712","1069","7989"
"Mel Rojas Jr.","- - -","26","424",".299","1.86","18.3 %","53.1 %","28.6 %","19.3 %","14.5 %","47.1 %","21.4 %","31.5 %","11.1 %","606","1075","1681","sa548194"
"Joe Bennie","- - -","25","574",".361","2.02","25.1 %","50.1 %","24.8 %","11.1 %","14.4 %","39.7 %","24.2 %","36.1 %","11.3 %","798","1238","2036","sa738417"
"Ryon Healy","- - -","24","374",".381","1.02","24.9 %","37.9 %","37.2 %","13.4 %","14.4 %","41.0 %","28.6 %","30.5 %","9.1 %","552","936","1488","15447"
"Mike Gerber","- - -","23","563",".358","1.10","24.4 %","39.7 %","35.9 %","10.4 %","14.4 %","44.9 %","25.0 %","30.1 %","13.3 %","806","1317","2123","16115"
"Casey Gillaspie","- - -","23","560",".339","1.12","25.4 %","39.4 %","35.2 %","22.4 %","14.4 %","46.4 %","25.6 %","28.1 %","10.0 %","945","1280","2225","sa827177"
"Luke Voit","Cardinals (AA)","25","546",".323","1.30","23.9 %","43.0 %","33.2 %","12.9 %","14.4 %","46.0 %","28.0 %","26.0 %","12.1 %","752","1170","1922","14811"
"Jon Singleton","Astros (AAA)","24","501",".232","0.67","19.2 %","32.4 %","48.4 %","21.6 %","14.4 %","38.2 %","31.7 %","30.0 %","9.9 %","933","1191","2124","10441"
"Frank Schwindel","Royals (AA)","24","485",".289","1.14","19.7 %","42.9 %","37.5 %","28.8 %","14.4 %","49.5 %","20.5 %","30.1 %","13.3 %","501","1169","1670","sa738182"
"Nicky Delmonico","- - -","23","454",".337","0.90","23.4 %","36.3 %","40.3 %","27.7 %","14.3 %","44.4 %","29.8 %","25.8 %","11.9 %","664","1108","1772","13157"
"Ketel Marte","- - -","22","38",".212","2.29","28.1 %","50.0 %","21.9 %","0.0 %","14.3 %","50.0 %","20.6 %","29.4 %","7.6 %","53","78","131","13613"
"Jason Coats","White Sox (AAA)","26","332",".402","1.56","19.7 %","48.9 %","31.4 %","25.7 %","14.3 %","45.9 %","21.7 %","32.5 %","12.1 %","416","829","1245","14282"
"Clint Frazier","- - -","21","520",".323","1.24","23.7 %","42.2 %","34.0 %","22.3 %","14.3 %","41.0 %","23.4 %","35.6 %","11.3 %","765","1204","1969","15983"
"Jung Ho Kang","Pirates (AAA)","29","57",".135","1.29","15.8 %","47.4 %","36.8 %","28.6 %","14.3 %","59.0 %","28.2 %","12.8 %","7.2 %","100","150","250","17182"
"Tommy Pham","- - -","28","145",".307","1.57","20.9 %","48.4 %","30.8 %","10.7 %","14.3 %","42.4 %","20.7 %","37.0 %","9.9 %","273","361","634","2967"
"Shin-Soo Choo","- - -","33","36",".478","1.29","33.3 %","37.5 %","29.2 %","0.0 %","14.3 %","41.7 %","16.7 %","41.7 %","8.1 %","59","89","148","3174"
"Anthony Recker","- - -","32","230",".313","0.79","24.2 %","33.3 %","42.4 %","17.9 %","14.3 %","48.5 %","19.1 %","32.4 %","12.3 %","396","529","925","4063"
"Tuffy Gosewisch","Diamondbacks (AAA)","32","219",".369","1.10","21.0 %","41.3 %","37.7 %","7.9 %","14.3 %","45.0 %","24.3 %","30.8 %","5.5 %","310","538","848","5277"
"Carson Blair","- - -","26","177",".372","1.71","19.1 %","51.1 %","29.8 %","25.0 %","14.3 %","52.0 %","24.5 %","23.5 %","12.5 %","258","431","689","5429"
"Carlos Corporan","- - -","32","196",".244","1.38","21.3 %","45.7 %","33.1 %","23.8 %","14.3 %","51.5 %","26.9 %","21.5 %","14.3 %","198","479","677","5587"
"Israel Nunez","- - -","30","35",".414","1.71","36.7 %","40.0 %","23.3 %","28.6 %","14.3 %","53.3 %","16.7 %","30.0 %","5.9 %","40","78","118","sa392885"
"Jose Amador","- - -","36","397",".303","0.88","23.8 %","35.7 %","40.4 %","27.7 %","14.3 %","50.7 %","25.7 %","23.6 %","7.2 %","704","948","1652","sa509117"
"Jared Reaves","Tigers (A+)","25","29",".350","1.43","15.0 %","50.0 %","35.0 %","0.0 %","14.3 %","42.9 %","33.3 %","23.8 %","8.4 %","41","54","95","sa658626"
"Brallan Perez","- - -","20","121",".352","2.19","23.9 %","52.3 %","23.9 %","14.3 %","14.3 %","43.5 %","26.1 %","30.4 %","9.6 %","127","226","353","sa736999"
"Eleardo Cabrera","Rays (R)","20","270",".414","1.61","23.8 %","47.0 %","29.2 %","8.2 %","14.3 %","39.6 %","26.0 %","34.3 %","28.0 %","104","396","500","sa826658"
"Rene Pinto","- - -","19","161",".295","0.55","19.4 %","28.7 %","51.9 %","19.6 %","14.3 %","37.2 %","24.8 %","38.1 %","28.2 %","38","232","270","sa826668"
"Greifer Andrade","- - -","19","99",".379","1.67","15.2 %","53.0 %","31.8 %","14.3 %","14.3 %","46.4 %","26.1 %","27.5 %","32.5 %","36","130","166","sa826675"
"Edwin Reyes","Dodgers (R)","18","46",".300","0.14","27.3 %","9.1 %","63.6 %","57.1 %","14.3 %","45.5 %","27.3 %","27.3 %","51.6 %","35","89","124","sa873171"
"Estevan Florial","- - -","18","299",".302","1.77","10.4 %","57.2 %","32.4 %","7.1 %","14.3 %","47.5 %","21.6 %","30.9 %","31.3 %","177","468","645","sa874464"
"Ryan Uhl","Mariners (R)","23","26",".143","0.57","8.3 %","33.3 %","58.3 %","57.1 %","14.3 %","53.3 %","20.0 %","26.7 %","39.0 %","20","39","59","sa875226"
"Enmanuel De Oleo","Mets (R)","19","37",".333","2.00","12.5 %","58.3 %","29.2 %","42.9 %","14.3 %","68.0 %","12.0 %","20.0 %","34.3 %","14","53","67","sa875854"
"Brayan De Pena","Giants (R)","18","103",".281","2.29","22.0 %","54.2 %","23.7 %","42.9 %","14.3 %","44.1 %","25.4 %","30.5 %","51.5 %","34","170","204","sa879807"
"Franklin Mateo","Indians (R)","18","95",".355","1.71","36.7 %","40.0 %","23.3 %","14.3 %","14.3 %","46.9 %","18.8 %","34.4 %","56.5 %","50","182","232","sa917814"
"Blake Rutherford","- - -","19","130",".446","2.29","17.9 %","57.1 %","25.0 %","4.8 %","14.3 %","40.7 %","36.1 %","23.3 %","30.3 %","56","178","234","sa917932"
"Darick Hall","Phillies (A-)","20","226",".351","0.79","18.7 %","36.0 %","45.3 %","25.4 %","14.3 %","47.1 %","22.9 %","30.0 %","15.2 %","303","513","816","sa918293"
"Jose Brizuela","Athletics (A+)","23","403",".320","0.63","24.9 %","29.0 %","46.1 %","14.2 %","14.2 %","44.5 %","27.9 %","27.5 %","13.5 %","533","927","1460","sa602857"
"Nick Ramirez","Brewers (AA)","26","329",".237","0.64","18.6 %","31.7 %","49.7 %","20.2 %","14.1 %","48.5 %","19.5 %","32.0 %","11.4 %","589","830","1419","sa577807"
"Matt Skole","Nationals (AAA)","26","573",".273","0.78","20.5 %","34.7 %","44.7 %","22.9 %","14.1 %","46.1 %","24.2 %","29.7 %","11.0 %","851","1317","2168","12119"
"Danny Worth","Astros (AAA)","30","368",".394","1.27","24.0 %","42.5 %","33.5 %","16.7 %","14.1 %","47.7 %","25.5 %","26.8 %","8.7 %","625","874","1499","198"
"Tim Torres","Mexican (AAA)","32","312",".414","1.09","23.5 %","39.9 %","36.6 %","16.7 %","14.1 %","43.5 %","28.7 %","27.8 %","11.5 %","461","720","1181","sa328090"
"Carlos Rodriguez","Mexican (AAA)","34","309",".328","1.04","22.9 %","39.4 %","37.8 %","29.6 %","14.1 %","40.2 %","26.3 %","33.5 %","18.9 %","380","731","1111","sa509441"
"O'Koyea Dickson","Dodgers (AAA)","26","377",".356","0.66","20.5 %","31.7 %","47.8 %","24.2 %","14.1 %","41.8 %","31.9 %","26.4 %","8.1 %","643","907","1550","12677"
"Moises Sierra","Marlins (AA)","27","307",".375","1.67","23.7 %","47.8 %","28.6 %","17.2 %","14.1 %","47.1 %","20.4 %","32.4 %","8.5 %","459","717","1176","6050"
"Wladimir Galindo","Cubs (A-)","19","283",".325","1.09","15.7 %","44.0 %","40.3 %","20.3 %","14.1 %","38.0 %","28.3 %","33.7 %","22.3 %","301","557","858","sa826652"
"Nick Flair","Angels (R)","23","223",".422","1.16","20.1 %","42.9 %","37.0 %","19.3 %","14.0 %","56.1 %","28.1 %","15.9 %","15.6 %","248","513","761","sa599256"
"Jose Almonte","- - -","19","215",".359","1.02","13.5 %","43.6 %","42.9 %","24.6 %","14.0 %","40.7 %","29.6 %","29.6 %","15.5 %","229","482","711","sa828294"
"Esteban Quiroz","Mexican (AAA)","24","416",".353","1.16","20.3 %","42.8 %","36.9 %","26.2 %","14.0 %","43.2 %","23.1 %","33.7 %","5.7 %","778","981","1759","sa596560"
"Juan Miranda","- - -","33","240",".318","1.24","26.3 %","40.8 %","32.9 %","24.0 %","14.0 %","51.6 %","27.7 %","20.7 %","7.6 %","394","518","912","7783"
"Edwin Moreno","Padres (A+)","22","428",".351","1.14","23.0 %","41.0 %","36.0 %","12.0 %","14.0 %","41.9 %","28.2 %","29.9 %","20.5 %","427","1035","1462","sa597061"
"Taylor Snyder","Rockies (R)","21","196",".365","0.86","21.2 %","36.4 %","42.4 %","34.0 %","14.0 %","52.9 %","27.6 %","19.5 %","11.6 %","287","464","751","sa738930"
"Austin Riley","Braves (A)","19","543",".341","0.94","18.2 %","39.7 %","42.1 %","14.7 %","14.0 %","45.5 %","27.0 %","27.6 %","15.8 %","695","1314","2009","sa874756"
"Scott Schebler","Reds (AAA)","25","319",".352","0.86","24.5 %","34.9 %","40.6 %","26.9 %","14.0 %","47.4 %","23.7 %","28.9 %","10.2 %","370","718","1088","12225"
"Emilio Guerrero","- - -","23","345",".318","1.16","17.3 %","44.4 %","38.3 %","19.4 %","14.0 %","45.0 %","19.5 %","35.5 %","11.6 %","471","824","1295","sa597507"
"LeDarious Clark","- - -","22","349",".311","0.94","16.3 %","40.5 %","43.3 %","20.4 %","14.0 %","44.6 %","30.9 %","24.5 %","17.8 %","442","847","1289","sa875568"
"Jorge Vazquez","Mexican (AAA)","34","139",".340","0.72","25.3 %","31.3 %","43.4 %","20.9 %","14.0 %","39.0 %","25.0 %","36.0 %","9.4 %","224","316","540","sa491894"
"Jacob Schrader","Braves (AA)","25","375",".307","1.12","19.8 %","42.3 %","37.9 %","20.9 %","14.0 %","41.6 %","25.1 %","33.3 %","18.0 %","527","949","1476","sa707778"
"Ivan Wilson","Mets (A)","21","236",".283","1.67","12.2 %","55.0 %","32.8 %","23.3 %","14.0 %","49.6 %","25.6 %","24.8 %","16.0 %","332","547","879","sa737624"
"Connor MacDonald","Astros (R)","20","177",".394","0.65","26.0 %","29.2 %","44.8 %","27.9 %","14.0 %","45.0 %","24.0 %","31.0 %","41.2 %","63","299","362","sa828128"
"Bryan Reynolds","- - -","21","237",".408","1.70","24.2 %","47.7 %","28.1 %","9.3 %","14.0 %","44.7 %","25.2 %","30.2 %","12.9 %","276","520","796","sa873683"
"Kyle Roller","Rays (AAA)","28","187",".303","1.25","21.4 %","43.7 %","35.0 %","11.1 %","13.9 %","47.1 %","23.1 %","29.8 %","15.8 %","277","440","717","sa503716"
"Max Pentecost","- - -","23","319",".362","1.29","24.3 %","42.7 %","33.0 %","12.5 %","13.9 %","50.0 %","29.0 %","21.0 %","13.9 %","387","726","1113","sa601924"
"Kort Peterson","Royals (R)","22","206",".418","1.97","20.1 %","53.0 %","26.9 %","19.4 %","13.9 %","46.8 %","20.1 %","33.1 %","22.3 %","99","265","364","sa874104"
"Quincy Latimore","Orioles (AA)","27","448",".255","1.13","20.4 %","42.2 %","37.4 %","15.8 %","13.9 %","60.1 %","21.4 %","18.5 %","13.3 %","671","1065","1736","sa389676"
"Harold Martinez","Phillies (AA)","26","280",".319","1.40","20.0 %","46.7 %","33.3 %","18.5 %","13.8 %","37.1 %","24.8 %","38.1 %","12.9 %","350","612","962","sa455422"
"Dexture McCall","Astros (A)","22","446",".342","2.58","24.1 %","54.7 %","21.2 %","16.9 %","13.8 %","40.1 %","23.3 %","36.6 %","10.8 %","636","1054","1690","sa829535"
"Brett Phillips","Brewers (AA)","22","517",".311","1.01","18.5 %","40.9 %","40.6 %","13.8 %","13.8 %","46.1 %","27.0 %","27.0 %","13.8 %","839","1302","2141","14735"
"Jonathan Jones","Mexican (AAA)","26","81",".263","0.76","13.6 %","37.3 %","49.2 %","20.7 %","13.8 %","37.1 %","30.7 %","32.3 %","6.6 %","145","191","336","sa526453"
"Jose Medina","Indians (A)","21","211",".300","0.88","18.7 %","38.1 %","43.3 %","24.1 %","13.8 %","50.0 %","18.1 %","31.9 %","15.8 %","241","514","755","sa828205"
