"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Brandon Waring","- - -","27","446",".268","0.49","15.4 %","27.8 %","56.8 %","12.8 %","18.8 %","50.6 %","22.6 %","26.8 %","14.5 %","700","1086","1786","sa389878"
"Matt Duffy","- - -","24","519",".349","1.21","18.9 %","44.4 %","36.7 %","21.1 %","18.8 %","49.5 %","24.3 %","26.2 %","15.7 %","365","858","1223","12181"
"Peter Bourjos","- - -","26","66",".278","1.13","10.5 %","47.4 %","42.1 %","31.3 %","18.8 %","46.2 %","15.4 %","38.5 %","15.9 %","65","136","201","2578"
"Jan Vazquez","Dodgers (AA)","22","145",".228","1.19","16.7 %","45.2 %","38.1 %","21.9 %","18.8 %","43.5 %","20.0 %","36.5 %","15.3 %","234","340","574","sa501536"
"Jacob Morris","White Sox (R)","22","280",".374","0.56","18.7 %","29.3 %","52.0 %","28.1 %","18.8 %","56.3 %","18.8 %","25.0 %","34.3 %","234","437","671","sa503050"
"John Silviano","Blue Jays (R)","18","88",".195","1.38","11.6 %","51.2 %","37.2 %","25.0 %","18.8 %","52.3 %","25.0 %","22.7 %","38.0 %","48","147","195","sa658243"
"Brandon Brosher","Mets (R)","18","74",".229","0.94","16.2 %","40.5 %","43.2 %","18.8 %","18.8 %","42.1 %","23.7 %","34.2 %","27.7 %","58","112","170","sa738646"
"Jose Martinez","Mexican (AAA)","23","221",".326","1.74","16.9 %","52.8 %","30.3 %","16.3 %","18.6 %","47.0 %","25.8 %","27.2 %","13.1 %","279","506","785","sa541954"
"Sean Coyle","- - -","21","276",".284","0.63","10.3 %","34.6 %","55.1 %","15.1 %","18.6 %","47.0 %","26.2 %","26.8 %","23.9 %","247","498","745","sa548268"
"James Ramsey","- - -","23","496",".333","1.76","18.0 %","52.2 %","29.8 %","17.4 %","18.6 %","42.7 %","25.0 %","32.3 %","11.1 %","748","1115","1863","sa599239"
"Zach Esquerra","Diamondbacks (A-)","22","202",".386","1.09","23.7 %","39.8 %","36.4 %","16.3 %","18.6 %","47.5 %","21.3 %","31.2 %","33.2 %","84","320","404","sa738331"
"Brian Bogusevic","- - -","29","342",".387","2.35","18.8 %","57.0 %","24.2 %","25.9 %","18.5 %","35.2 %","24.2 %","40.5 %","9.5 %","539","774","1313","4719"
"Yunelky Adames","Pirates (R)","22","79",".255","0.67","10.0 %","36.0 %","54.0 %","18.5 %","18.5 %","60.4 %","20.8 %","18.9 %","29.5 %","42","97","139","sa601456"
"Noe Munoz","Mexican (AAA)","42","141",".378","2.15","15.0 %","58.0 %","27.0 %","14.8 %","18.5 %","53.4 %","14.6 %","32.0 %","8.6 %","193","340","533","sa7532"
"D.J. Peterson","- - -","21","230",".325","0.99","13.0 %","43.2 %","43.8 %","12.7 %","18.3 %","55.1 %","24.6 %","20.4 %","22.9 %","120","329","449","sa549926"
"Zach Walters","Nationals (AAA)","23","521",".285","0.80","18.8 %","36.1 %","45.2 %","18.2 %","18.2 %","49.5 %","23.8 %","26.8 %","18.8 %","566","1236","1802","10622"
"Ryan Sweeney","- - -","28","112",".342","1.09","18.8 %","42.4 %","38.8 %","18.2 %","18.2 %","50.6 %","18.8 %","30.6 %","4.5 %","167","257","424","6352"
"Carlos Pena","Royals (AAA)","35","22",".308","0.36","0.0 %","26.7 %","73.3 %","9.1 %","18.2 %","33.3 %","33.3 %","33.3 %","5.2 %","34","43","77","934"
"Welington Dotel","Mexican (AAA)","27","71",".405","1.73","23.1 %","48.7 %","28.2 %","0.0 %","18.2 %","38.1 %","26.2 %","35.7 %","14.7 %","99","166","265","sa328836"
"Wilton Martinez","Mariners (R)","19","218",".238","0.80","11.9 %","39.3 %","48.9 %","24.2 %","18.2 %","47.1 %","26.1 %","26.8 %","41.3 %","74","345","419","sa596951"
"Chase McDonald","Astros (R)","21","179",".286","1.79","20.7 %","50.9 %","28.4 %","15.2 %","18.2 %","48.3 %","19.5 %","32.2 %","27.4 %","90","239","329","sa706987"
"Kris Bryant","- - -","21","146",".386","0.62","14.7 %","32.6 %","52.6 %","10.0 %","18.0 %","55.1 %","23.5 %","21.4 %","29.5 %","68","207","275","15429"
"Justin Bour","Cubs (AA)","25","361",".236","1.16","15.6 %","45.3 %","39.1 %","26.0 %","18.0 %","51.3 %","21.1 %","27.6 %","11.1 %","526","834","1360","9744"
"Brawlun Gomez","Royals (R)","20","174",".420","1.00","11.4 %","44.3 %","44.3 %","20.5 %","17.9 %","52.3 %","22.7 %","25.0 %","31.7 %","99","277","376","sa597092"
"Mario Lisson","- - -","29","289",".303","1.31","17.6 %","46.8 %","35.6 %","20.9 %","17.9 %","51.6 %","19.3 %","29.2 %","12.1 %","445","742","1187","sa202240"
"Brian Fletcher","- - -","24","336",".332","1.15","15.7 %","45.0 %","39.3 %","9.5 %","17.9 %","42.8 %","25.9 %","31.3 %","13.8 %","433","798","1231","sa526538"
"Josh Vitters","- - -","23","117",".306","1.32","15.6 %","48.1 %","36.4 %","25.0 %","17.9 %","63.6 %","15.6 %","20.8 %","11.5 %","155","229","384","4623"
"Rowan Wick","Cardinals (R)","20","241",".339","1.02","15.0 %","42.9 %","42.1 %","12.5 %","17.9 %","49.3 %","29.0 %","21.7 %","34.1 %","135","360","495","sa549441"
"Kyle Jensen","- - -","25","517",".275","0.60","18.0 %","30.7 %","51.3 %","17.8 %","17.8 %","52.4 %","26.9 %","20.7 %","13.4 %","795","1240","2035","7706"
"Jose Ortiz","Reds (R)","19","186",".297","1.20","19.5 %","43.9 %","36.6 %","6.7 %","17.8 %","42.1 %","24.6 %","33.3 %","28.6 %","78","261","339","sa658327"
"Mac Williamson","Giants (A+)","22","599",".345","1.20","18.6 %","44.4 %","37.0 %","21.3 %","17.7 %","47.3 %","21.6 %","31.0 %","17.8 %","567","1135","1702","14158"
"Scott Schebler","Dodgers (A+)","22","534",".364","0.89","13.2 %","40.8 %","45.9 %","14.4 %","17.6 %","41.3 %","31.8 %","26.9 %","29.5 %","253","857","1110","12225"
"Kiel Roling","Rockies (AA)","26","458",".290","0.82","18.2 %","36.8 %","45.0 %","19.1 %","17.6 %","44.8 %","23.6 %","31.6 %","11.8 %","670","1123","1793","sa454751"
"Jon Leroux","Mets (R)","22","154",".368","1.09","20.2 %","41.6 %","38.2 %","17.6 %","17.6 %","54.3 %","22.3 %","23.4 %","34.9 %","81","223","304","sa658903"
"Cambric Moye","Angels (R)","21","144",".313","1.09","12.3 %","45.7 %","42.0 %","17.6 %","17.6 %","62.1 %","20.7 %","17.2 %","33.6 %","61","216","277","sa738450"
"Joc Pederson","Dodgers (AA)","21","519",".327","1.14","17.0 %","44.3 %","38.7 %","24.8 %","17.6 %","45.6 %","24.6 %","29.8 %","13.5 %","776","1191","1967","11899"
"Carlos Ibarra","Mexican (AAA)","29","285",".273","1.27","17.2 %","46.3 %","36.5 %","23.0 %","17.6 %","53.3 %","18.9 %","27.8 %","12.2 %","366","658","1024","sa541852"
"Max Stassi","Astros (AA)","22","323",".301","0.95","14.9 %","41.4 %","43.7 %","14.4 %","17.5 %","46.5 %","31.3 %","22.2 %","12.3 %","406","794","1200","10059"
"Brock Kjeldgaard","Brewers (AA)","27","526",".273","0.83","13.4 %","39.3 %","47.2 %","27.0 %","17.5 %","50.5 %","20.1 %","29.4 %","16.6 %","867","1298","2165","sa326252"
"Ricky Alvarez","Mexican (AAA)","24","455",".365","1.09","19.3 %","42.1 %","38.6 %","17.5 %","17.5 %","39.1 %","21.5 %","39.4 %","16.7 %","509","1087","1596","sa462415"
"Alex Valdez","Mexican (AAA)","28","379",".328","0.88","12.9 %","40.8 %","46.3 %","19.8 %","17.5 %","46.0 %","25.4 %","28.7 %","9.0 %","592","869","1461","sa254456"
"Josh Phegley","White Sox (AAA)","25","258",".317","0.83","20.3 %","36.0 %","43.7 %","20.9 %","17.4 %","52.5 %","26.8 %","20.7 %","10.0 %","306","591","897","9308"
"Robby Hefflinger","- - -","23","514",".272","0.77","18.2 %","35.5 %","46.3 %","25.8 %","17.4 %","49.9 %","24.1 %","26.1 %","22.0 %","461","971","1432","sa501502"
"Mike Bianucci","Rangers (AAA)","27","221",".301","0.83","18.2 %","37.0 %","44.8 %","17.4 %","17.4 %","54.2 %","21.3 %","24.5 %","15.0 %","315","530","845","sa389801"
"Joe DeCarlo","Mariners (R)","19","114",".400","0.74","23.1 %","32.7 %","44.2 %","13.0 %","17.4 %","40.7 %","31.5 %","27.8 %","37.1 %","74","185","259","sa657935"
"Manuel Castillo","Rays (R)","18","116",".250","1.35","16.9 %","47.7 %","35.4 %","34.8 %","17.4 %","64.7 %","14.7 %","20.6 %","33.6 %","62","158","220","sa735827"
"Chris Roberson","Mexican (AAA)","33","272",".358","1.24","20.8 %","43.9 %","35.4 %","20.0 %","17.3 %","44.7 %","24.4 %","30.9 %","7.1 %","413","683","1096","3577"
"Jorge Alfaro","- - -","20","459",".333","1.24","15.9 %","46.6 %","37.5 %","11.5 %","17.3 %","49.8 %","23.2 %","27.0 %","30.9 %","247","742","989","12180"
"Ryan Mulhern","Mexican (AAA)","32","160",".327","0.77","14.8 %","37.0 %","48.1 %","9.6 %","17.3 %","44.0 %","26.7 %","29.3 %","9.4 %","233","404","637","sa225999"
"Mark Tracy","White Sox (A+)","25","128",".308","0.97","17.4 %","40.6 %","42.0 %","17.2 %","17.2 %","54.9 %","18.3 %","26.8 %","36.2 %","77","221","298","sa503820"
"Kristian Brito","Mariners (R)","18","225",".323","0.98","16.1 %","41.6 %","42.3 %","20.7 %","17.2 %","49.3 %","21.4 %","29.3 %","43.9 %","72","361","433","sa658163"
"Brian Holberton","Astros (R)","21","150",".234","1.76","14.9 %","54.3 %","30.9 %","13.8 %","17.2 %","59.6 %","20.2 %","20.2 %","11.7 %","122","168","290","sa737846"
"Edgar Quintero","Mexican (AAA)","35","390",".339","1.06","18.3 %","42.1 %","39.6 %","16.1 %","17.2 %","43.7 %","25.3 %","31.0 %","17.2 %","585","935","1520","sa203952"
"Anthony Hewitt","Phillies (AA)","24","417",".329","1.34","12.4 %","50.2 %","37.3 %","19.4 %","17.2 %","42.1 %","29.9 %","28.0 %","18.1 %","536","1019","1555","sa454381"
"Joey Terdoslavich","Braves (AAA)","24","351",".344","1.00","19.2 %","40.4 %","40.4 %","12.4 %","17.1 %","50.4 %","22.1 %","27.5 %","11.8 %","455","844","1299","10593"
"Kole Calhoun","Angels (AAA)","25","274",".371","1.27","23.2 %","43.0 %","33.8 %","21.4 %","17.1 %","43.5 %","24.4 %","32.1 %","7.3 %","429","632","1061","11200"
"Scott Van Slyke","- - -","26","272",".440","0.77","18.4 %","35.5 %","46.1 %","15.7 %","17.1 %","44.2 %","26.6 %","29.2 %","10.7 %","470","598","1068","4365"
"Chris Nelson","Angels (AAA)","27","144",".355","1.34","25.5 %","42.7 %","31.8 %","14.3 %","17.1 %","34.5 %","18.6 %","46.9 %","8.3 %","185","346","531","8175"
"Patrick Brady","- - -","25","285",".314","1.37","17.4 %","47.8 %","34.8 %","27.1 %","17.1 %","49.3 %","23.9 %","26.8 %","20.0 %","182","418","600","sa550346"
"Fernando Vivili","Rangers (R)","19","110",".200","0.71","6.3 %","39.1 %","54.7 %","17.1 %","17.1 %","48.5 %","21.2 %","30.3 %","27.9 %","40","175","215","sa597105"
"Maikel Franco","- - -","20","581",".318","1.23","12.9 %","48.1 %","39.0 %","17.1 %","17.1 %","58.3 %","21.6 %","20.1 %","15.2 %","453","999","1452","12179"
"Mike Hessman","Reds (AAA)","35","482",".286","0.60","18.0 %","30.6 %","51.4 %","24.7 %","17.1 %","63.2 %","18.6 %","18.2 %","15.8 %","773","1235","2008","1808"
"Carlos Peguero","Mariners (AAA)","26","505",".346","1.28","15.9 %","47.2 %","36.9 %","19.8 %","17.1 %","41.4 %","27.7 %","30.9 %","16.7 %","642","1281","1923","8760"
"Kirk Nieuwenhuis","Mets (AAA)","25","330",".293","1.12","13.0 %","46.0 %","41.0 %","20.7 %","17.1 %","54.3 %","21.6 %","24.0 %","11.1 %","535","770","1305","6400"
"Ernesto Mejia","Braves (AAA)","27","551",".298","0.70","17.0 %","34.2 %","48.8 %","15.2 %","17.1 %","53.2 %","24.4 %","22.4 %","12.4 %","865","1367","2232","sa295188"
"Jayson Langfels","Rockies (AA)","24","427",".289","1.40","18.6 %","47.5 %","33.9 %","14.6 %","17.1 %","42.5 %","20.2 %","37.3 %","15.8 %","604","1075","1679","sa546633"
"Rashun Dixon","- - -","22","393",".286","0.84","12.6 %","39.9 %","47.5 %","17.0 %","17.0 %","57.7 %","25.9 %","16.4 %","28.4 %","306","634","940","sa455106"
"Chris Curley","White Sox (A+)","25","604",".307","1.49","15.0 %","50.8 %","34.1 %","17.0 %","17.0 %","40.2 %","25.4 %","34.4 %","21.6 %","363","898","1261","sa511667"
"Brock Peterson","Cardinals (AAA)","29","508",".345","0.97","15.2 %","41.6 %","43.1 %","19.7 %","17.0 %","51.7 %","23.0 %","25.3 %","12.2 %","710","1153","1863","4984"
"Clete Thomas","Twins (AAA)","29","143",".346","0.55","10.9 %","31.5 %","57.6 %","26.4 %","17.0 %","30.4 %","30.4 %","39.1 %","12.6 %","247","349","596","3373"
"Courtney Hawkins","White Sox (A+)","19","425",".236","0.63","17.6 %","31.7 %","50.7 %","25.0 %","17.0 %","51.1 %","27.3 %","21.6 %","41.5 %","197","781","978","sa657904"
"Allan Dykstra","Mets (AA)","26","489",".346","0.71","15.5 %","35.1 %","49.4 %","16.1 %","16.9 %","46.7 %","24.3 %","29.0 %","10.2 %","1015","1237","2252","9113"
"Blake Lalli","Brewers (AAA)","30","311",".335","1.77","16.3 %","53.5 %","30.2 %","10.8 %","16.9 %","41.8 %","21.4 %","36.8 %","10.7 %","440","761","1201","9246"
"Chris Snyder","- - -","32","286",".322","0.99","19.5 %","40.0 %","40.5 %","26.0 %","16.9 %","57.2 %","23.7 %","19.1 %","10.2 %","432","674","1106","4606"
"Jarrett Parker","Giants (AA)","24","524",".343","1.14","16.7 %","44.4 %","38.9 %","7.5 %","16.8 %","51.2 %","24.7 %","24.0 %","12.6 %","907","1293","2200","11624"
"Jose Iglesias","Red Sox (AAA)","23","133",".204","2.50","16.0 %","60.0 %","24.0 %","41.7 %","16.7 %","48.1 %","21.2 %","30.8 %","5.4 %","168","310","478","10231"
"Christian Yelich","- - -","21","270",".341","1.54","19.4 %","48.8 %","31.8 %","5.6 %","16.7 %","44.5 %","19.7 %","35.8 %","12.7 %","367","563","930","11477"
"Sam Dyson","- - -","25","26",".100","0.67","0.0 %","40.0 %","60.0 %","83.3 %","16.7 %","43.8 %","18.8 %","37.5 %","11.8 %","19","57","76","11710"
"Mike Zunino","Mariners (AAA)","22","229",".269","0.68","17.8 %","33.3 %","48.9 %","21.2 %","16.7 %","52.5 %","23.4 %","24.1 %","15.1 %","295","560","855","13265"
"Matt LaPorta","- - -","28","237",".239","0.70","14.4 %","35.3 %","50.3 %","25.0 %","16.7 %","53.5 %","21.2 %","25.3 %","13.0 %","302","503","805","2280"
"Jason Botts","Mexican (AAA)","32","157",".311","2.00","21.7 %","52.2 %","26.1 %","20.8 %","16.7 %","37.2 %","13.8 %","48.9 %","8.7 %","267","345","612","2907"
"Melky Cabrera","- - -","28","23",".368","1.50","25.0 %","45.0 %","30.0 %","0.0 %","16.7 %","40.0 %","30.0 %","30.0 %","14.0 %","18","39","57","4022"
"Micah Owings","- - -","30","268",".360","1.15","24.2 %","40.5 %","35.3 %","11.1 %","16.7 %","45.0 %","28.1 %","26.9 %","20.4 %","313","682","995","4253"
"Cesar Puello","Mets (AA)","22","377",".391","1.07","18.4 %","42.2 %","39.3 %","13.5 %","16.7 %","48.2 %","23.1 %","28.7 %","11.8 %","478","930","1408","7216"
"Trevor Plouffe","Twins (AAA)","27","17",".364","0.33","33.3 %","16.7 %","50.0 %","66.7 %","16.7 %","58.3 %","25.0 %","16.7 %","6.3 %","27","37","64","7462"
"Lonnie Chisenhall","Indians (AAA)","24","125",".443","0.72","26.2 %","31.0 %","42.9 %","25.0 %","16.7 %","44.7 %","27.1 %","28.2 %","8.6 %","173","306","479","7571"
"Cyle Hankerd","Angels (AA)","28","149",".307","0.83","28.3 %","32.6 %","39.1 %","30.6 %","16.7 %","68.1 %","10.6 %","21.3 %","13.8 %","184","354","538","sa326676"
"Jeremy Barfield","- - -","24","248",".213","1.03","14.1 %","43.5 %","42.4 %","18.1 %","16.7 %","55.8 %","19.8 %","24.4 %","9.1 %","391","592","983","sa327073"
"Isaias Asencio","Mexican (AAA)","25","77",".292","1.39","8.5 %","53.2 %","38.3 %","33.3 %","16.7 %","60.4 %","13.2 %","26.4 %","13.4 %","89","172","261","sa455606"
"Adrian Morales","Royals (A)","24","74",".119","5.17","9.8 %","75.6 %","14.6 %","33.3 %","16.7 %","67.4 %","18.6 %","14.0 %","28.2 %","57","106","163","sa503660"
"Ricardo Gonzalez","Mariners (R)","21","77",".306","0.61","23.7 %","28.9 %","47.4 %","38.9 %","16.7 %","61.5 %","18.0 %","20.5 %","44.9 %","47","120","167","sa546484"
"William Beckwith","Braves (A+)","22","226",".260","1.07","16.4 %","43.3 %","40.3 %","25.9 %","16.7 %","46.4 %","21.4 %","32.1 %","21.5 %","191","339","530","sa549500"
"Gustavo Gonzalez","- - -","22","55",".269","3.00","11.1 %","66.7 %","22.2 %","0.0 %","16.7 %","67.9 %","7.1 %","25.0 %","47.8 %","22","91","113","sa598645"
"Jeremy Sy","Giants (A-)","23","202",".347","1.25","13.6 %","48.0 %","38.4 %","16.7 %","16.7 %","39.5 %","24.0 %","36.4 %","22.4 %","124","273","397","sa658194"
"George Roberts","- - -","23","256",".296","2.29","18.3 %","56.8 %","24.9 %","14.3 %","16.7 %","35.6 %","18.1 %","46.3 %","22.9 %","101","335","436","sa738426"
"Nick Longhi","Red Sox (R)","17","50",".219","3.50","15.6 %","65.6 %","18.8 %","16.7 %","16.7 %","39.4 %","6.1 %","54.6 %","23.6 %","18","71","89","sa738434"
"Jose Vital","Royals (R)","17","45",".350","1.67","15.8 %","52.6 %","31.6 %","0.0 %","16.7 %","52.4 %","33.3 %","14.3 %","44.4 %","24","75","99","sa741479"
"Mike Jacobs","- - -","32","514",".326","0.71","19.0 %","33.6 %","47.3 %","21.3 %","16.6 %","52.2 %","22.9 %","24.9 %","11.9 %","733","1195","1928","2231"
"Peter O'Brien","- - -","22","506",".356","0.95","17.7 %","40.2 %","42.1 %","12.8 %","16.5 %","54.5 %","23.7 %","21.9 %","26.0 %","346","877","1223","13288"
"Ruben Rivera","Mexican (AAA)","39","478",".331","1.02","14.9 %","42.9 %","42.2 %","31.6 %","16.5 %","57.9 %","21.7 %","20.4 %","9.6 %","867","1036","1903","1550"
"Brad Glenn","- - -","26","547",".298","1.28","17.7 %","46.2 %","36.1 %","22.6 %","16.5 %","47.7 %","24.8 %","27.5 %","13.1 %","765","1279","2044","7392"
"Ramon Morla","- - -","23","456",".353","1.02","21.4 %","39.6 %","38.9 %","22.9 %","16.5 %","49.1 %","22.7 %","28.2 %","22.1 %","445","951","1396","sa509509"
"Mike Walker","Brewers (AA)","25","422",".280","1.97","14.9 %","56.5 %","28.6 %","13.7 %","16.4 %","47.9 %","21.7 %","30.4 %","12.0 %","695","1027","1722","sa549126"
"Josh Satin","Mets (AAA)","28","264",".349","1.58","16.5 %","51.2 %","32.4 %","7.3 %","16.4 %","53.1 %","21.7 %","25.1 %","7.6 %","475","607","1082","6788"
"Cole Garner","Brewers (AAA)","28","234",".282","1.00","19.7 %","40.2 %","40.2 %","16.3 %","16.3 %","44.8 %","24.8 %","30.4 %","20.1 %","318","604","922","616"
"Richard Stock","Indians (A)","22","205",".343","1.33","16.8 %","47.4 %","35.8 %","14.3 %","16.3 %","38.7 %","25.4 %","35.9 %","36.7 %","59","314","373","sa503673"
"Gabriel Tenia","Tigers (R)","20","224",".370","1.14","26.1 %","39.4 %","34.5 %","16.3 %","16.3 %","52.1 %","26.0 %","21.9 %","35.7 %","106","311","417","sa546560"
"Steven Souza Jr.","- - -","24","338",".358","0.88","13.9 %","40.3 %","45.8 %","18.5 %","16.3 %","41.8 %","27.9 %","30.3 %","10.8 %","525","768","1293","5667"
"Danny Valencia","Orioles (AAA)","28","282",".300","0.94","20.1 %","38.8 %","41.1 %","25.6 %","16.3 %","53.5 %","25.4 %","21.2 %","9.8 %","395","657","1052","6364"
"Juan Romero","Indians (A-)","20","153",".296","0.92","17.4 %","39.5 %","43.0 %","40.5 %","16.2 %","50.6 %","21.8 %","27.6 %","43.5 %","41","267","308","sa549649"
"Ryan Casteel","Rockies (A+)","22","469",".324","0.82","15.7 %","37.9 %","46.4 %","23.5 %","16.2 %","51.2 %","22.2 %","26.6 %","26.3 %","315","748","1063","sa549286"
"Delvi Cid","- - -","23","180",".281","2.26","12.9 %","60.3 %","26.7 %","29.0 %","16.1 %","53.7 %","28.9 %","17.4 %","22.9 %","167","358","525","sa455960"
"Luis Fonseca","Mexican (AAA)","28","436",".427","1.23","10.4 %","49.4 %","40.3 %","13.7 %","16.1 %","41.7 %","29.0 %","29.3 %","11.1 %","564","954","1518","sa592342"
"Tim Remes","- - -","21","109",".300","0.77","14.1 %","37.5 %","48.4 %","16.1 %","16.1 %","67.7 %","13.9 %","18.5 %","22.6 %","76","141","217","sa659193"
"Ryan Langerhans","Blue Jays (AAA)","33","248",".285","1.09","13.3 %","45.2 %","41.5 %","21.4 %","16.1 %","46.8 %","22.0 %","31.2 %","14.0 %","434","630","1064","98"
"Abraham Valencia","Mexican (AAA)","33","268",".307","1.52","18.5 %","49.1 %","32.4 %","23.2 %","16.1 %","44.3 %","24.4 %","31.3 %","14.5 %","334","619","953","sa509654"
"Nicky Delmonico","- - -","20","350",".273","1.10","18.7 %","42.6 %","38.8 %","18.5 %","16.0 %","54.8 %","19.6 %","25.6 %","16.5 %","401","625","1026","13157"
"Dariel Alvarez","- - -","24","83",".359","1.44","9.0 %","53.7 %","37.3 %","16.0 %","16.0 %","55.9 %","23.5 %","20.6 %","10.8 %","67","164","231","15580"
"Jeff Baisley","Mexican (AAA)","30","89",".377","0.84","19.3 %","36.8 %","43.9 %","20.0 %","16.0 %","54.4 %","22.8 %","22.8 %","11.5 %","132","200","332","9684"
"KD Kang","- - -","25","471",".338","1.15","24.0 %","40.6 %","35.3 %","13.0 %","16.0 %","48.1 %","26.0 %","26.0 %","11.4 %","736","1092","1828","sa327822"
"Conor Bierfeldt","Orioles (A-)","22","262",".318","0.79","15.7 %","37.1 %","47.2 %","13.3 %","16.0 %","54.2 %","21.1 %","24.7 %","29.5 %","134","375","509","sa738591"
"Jose Fernandez","Mexican (AAA)","38","106",".410","1.60","23.5 %","47.1 %","29.4 %","24.0 %","16.0 %","39.8 %","29.6 %","30.7 %","7.7 %","155","234","389","sa8400"
"Matt McBride","Rockies (AAA)","28","195",".297","0.49","10.8 %","29.3 %","59.9 %","25.5 %","16.0 %","60.7 %","24.5 %","14.7 %","7.0 %","233","436","669","9373"
"Jordan Parraz","- - -","28","362",".260","1.19","14.2 %","46.7 %","39.2 %","22.3 %","16.0 %","42.4 %","20.2 %","37.5 %","13.3 %","447","790","1237","sa253734"
"Reymond Nunez","- - -","22","420",".302","1.51","17.2 %","49.8 %","33.0 %","27.7 %","16.0 %","43.5 %","28.4 %","28.1 %","20.9 %","369","856","1225","sa505516"
"Francisco Cordoba","Mexican (AAA)","29","408",".332","1.49","20.4 %","47.6 %","32.0 %","27.7 %","16.0 %","44.9 %","24.9 %","30.2 %","9.3 %","588","990","1578","sa509741"
"Tyler Moore","Nationals (AAA)","26","200",".354","0.65","22.4 %","30.6 %","47.0 %","20.6 %","15.9 %","58.4 %","18.3 %","23.4 %","11.0 %","301","511","812","7244"
"Matt Spring","Red Sox (AA)","28","198",".277","0.59","15.3 %","31.4 %","53.4 %","14.3 %","15.9 %","56.2 %","22.3 %","21.5 %","17.9 %","243","511","754","sa253802"
"Brad Miller","- - -","23","297",".350","1.22","17.6 %","45.4 %","37.1 %","25.0 %","15.8 %","50.0 %","24.5 %","25.5 %","8.9 %","405","619","1024","12775"
"Phillip Ervin","- - -","20","200",".372","0.98","15.0 %","42.1 %","42.9 %","29.8 %","15.8 %","47.5 %","27.3 %","25.2 %","22.7 %","135","274","409","14738"
"Brent Clevlen","- - -","29","178",".257","1.39","19.5 %","46.9 %","33.6 %","15.8 %","15.8 %","45.4 %","33.6 %","21.0 %","14.4 %","244","394","638","4863"
