"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Salvador Paniagua","Mets (AA)","26","158",".322","0.80","16.9 %","37.1 %","46.1 %","12.2 %","7.3 %","48.9 %","30.0 %","21.1 %","46.2 %","58","256","314","sa244172"
"Edgardo Baez","Nationals (AA)","23","356",".308","0.83","7.8 %","41.8 %","50.4 %","13.0 %","7.3 %","28.3 %","25.1 %","46.6 %","29.8 %","123","492","615","sa244287"
"Edgar Garzon","Mexican (AAA)","22","178",".339","1.61","14.4 %","52.8 %","32.8 %","14.6 %","7.3 %","36.8 %","32.3 %","30.8 %","12.6 %","219","417","636","sa392930"
"David Medina","Cardinals (R)","20","164",".356","1.10","14.0 %","45.0 %","41.0 %","26.8 %","7.3 %","55.2 %","18.1 %","26.7 %","28.8 %","84","225","309","sa455722"
"Oliver Dominguez","Blue Jays (R)","20","160",".269","1.32","12.0 %","50.0 %","38.0 %","24.4 %","7.3 %","45.5 %","24.1 %","30.4 %","30.8 %","66","210","276","sa503884"
"Jose Bellorin","Mets (R)","18","141",".337","1.05","16.0 %","43.0 %","41.0 %","12.2 %","7.3 %","41.9 %","28.6 %","29.5 %","23.9 %","46","184","230","sa504822"
"Reynaldo Mateo","Athletics (R)","19","132",".434","0.73","13.4 %","36.6 %","50.0 %","12.2 %","7.3 %","46.6 %","28.4 %","25.0 %","21.7 %","85","150","235","sa505985"
"Fernando Alejos","Mexican (AAA)","30","392",".412","1.34","26.7 %","42.0 %","31.3 %","13.4 %","7.3 %","39.9 %","28.8 %","31.4 %","7.8 %","663","883","1546","sa508110"
"Scott Grimes","- - -","25","109",".257","0.54","16.0 %","29.3 %","54.7 %","12.2 %","7.3 %","38.5 %","30.8 %","30.8 %","22.5 %","58","133","191","sa508462"
"Ian Desmond","- - -","23","395",".400","1.44","13.0 %","51.3 %","35.7 %","17.7 %","7.3 %","47.7 %","22.4 %","29.9 %","14.4 %","323","699","1022","6885"
"Eric Young Jr.","Rockies (AAA)","24","554",".347","2.33","16.0 %","58.8 %","25.2 %","10.4 %","7.3 %","41.8 %","24.1 %","34.1 %","6.6 %","797","1290","2087","7158"
"Michael Vass","Brewers (A)","24","324",".309","0.99","9.0 %","45.2 %","45.7 %","29.2 %","7.3 %","53.6 %","23.2 %","23.2 %","36.0 %","116","471","587","sa454880"
"Tomas Telis","- - -","18","212",".342","1.95","11.5 %","58.5 %","30.1 %","14.5 %","7.3 %","44.9 %","25.7 %","29.4 %","20.4 %","29","250","279","10067"
"Edgar Trejo","- - -","19","272",".294","1.87","15.1 %","55.4 %","29.6 %","9.1 %","7.3 %","43.8 %","24.5 %","31.8 %","35.4 %","65","396","461","sa392827"
"Jhon Goncalves","Twins (R)","20","187",".351","0.76","14.2 %","37.2 %","48.7 %","18.2 %","7.3 %","48.3 %","21.7 %","30.0 %","29.4 %","55","289","344","sa456464"
"Alfredo Silverio","Dodgers (A)","22","523",".334","0.81","14.5 %","38.3 %","47.2 %","25.1 %","7.3 %","51.8 %","22.1 %","26.2 %","33.1 %","139","719","858","sa392355"
"John Gall","Astros (AAA)","31","445",".274","1.09","22.0 %","40.7 %","37.3 %","25.0 %","7.3 %","49.7 %","21.0 %","29.3 %","8.6 %","646","1030","1676","2142"
"Chris Denorfia","Athletics (AAA)","28","474",".286","1.61","13.4 %","53.5 %","33.2 %","15.3 %","7.3 %","46.5 %","24.2 %","29.3 %","7.0 %","596","1056","1652","4400"
"Joe Benson","- - -","21","334",".372","1.23","18.5 %","45.0 %","36.5 %","24.6 %","7.2 %","49.8 %","28.1 %","22.1 %","25.8 %","220","431","651","2845"
"Matt Pagnozzi","Cardinals (AAA)","26","291",".297","1.12","15.6 %","44.5 %","39.9 %","20.3 %","7.2 %","39.6 %","28.0 %","32.4 %","12.3 %","414","714","1128","6046"
"Hector Mercedes","Mariners (R)","21","221",".367","0.62","12.5 %","33.6 %","53.9 %","13.0 %","7.2 %","53.4 %","31.6 %","15.0 %","27.1 %","146","293","439","sa3001490"
"Nick Stanley","Astros (A-)","22","234",".269","1.00","13.8 %","43.1 %","43.1 %","15.9 %","7.2 %","49.7 %","18.2 %","32.1 %","26.3 %","103","304","407","sa502178"
"Junior Arias","Reds (R)","17","230",".309","0.52","7.4 %","31.6 %","61.0 %","15.7 %","7.2 %","57.0 %","23.9 %","19.0 %","36.9 %","96","343","439","sa506265"
"Ozzie Lewis","Twins (A)","23","437",".330","1.61","16.8 %","51.3 %","31.9 %","14.4 %","7.2 %","41.3 %","27.5 %","31.3 %","31.6 %","113","593","706","sa389668"
"Albert Cartwright","Astros (A)","21","404",".299","1.18","14.6 %","46.2 %","39.3 %","26.8 %","7.2 %","53.6 %","24.3 %","22.1 %","31.8 %","184","552","736","sa397967"
"Jon Jay","Cardinals (AAA)","24","564",".303","1.57","18.7 %","49.7 %","31.7 %","18.7 %","7.2 %","39.2 %","24.7 %","36.1 %","5.9 %","722","1267","1989","5227"
"Desmond Jennings","- - -","22","579",".346","1.27","17.9 %","46.0 %","36.1 %","20.3 %","7.2 %","45.3 %","25.4 %","29.3 %","4.9 %","981","1444","2425","1965"
"Emil Brown","- - -","34","300",".303","1.00","20.0 %","40.0 %","40.0 %","29.8 %","7.1 %","47.0 %","20.7 %","32.3 %","10.0 %","390","670","1060","1197"
"Omar Infante","- - -","27","24",".294","0.21","5.6 %","16.7 %","77.8 %","35.7 %","7.1 %","16.7 %","16.7 %","66.7 %","13.6 %","17","27","44","1609"
"Jose Offerman","Mexican (AAA)","40","98",".184","1.29","15.8 %","47.4 %","36.8 %","28.6 %","7.1 %","50.0 %","20.5 %","29.5 %","3.6 %","153","207","360","205"
"Terry Tiffee","Phillies (AAA)","30","258",".279","1.54","19.5 %","48.9 %","31.7 %","18.6 %","7.1 %","40.5 %","27.9 %","31.5 %","6.9 %","276","553","829","2160"
"Chris Pettit","- - -","24","432",".372","1.21","21.3 %","43.2 %","35.6 %","20.5 %","7.1 %","53.9 %","23.8 %","22.3 %","6.8 %","636","1037","1673","3870"
"Joe Inglett","Blue Jays (AAA)","31","186",".390","1.45","27.0 %","43.3 %","29.8 %","7.1 %","7.1 %","46.0 %","24.0 %","30.0 %","4.6 %","242","394","636","7254"
"Russ Canzler","- - -","23","375",".302","0.89","19.1 %","38.2 %","42.7 %","18.8 %","7.1 %","46.1 %","25.5 %","28.4 %","11.0 %","436","751","1187","8265"
"Eric Byrnes","Diamondbacks (AAA)","33","75",".270","0.96","14.1 %","42.2 %","43.8 %","42.9 %","7.1 %","41.5 %","30.8 %","27.7 %","4.6 %","96","163","259","905"
"Jake Wald","Giants (AAA)","28","293",".303","1.06","20.4 %","40.9 %","38.7 %","31.4 %","7.1 %","43.1 %","21.8 %","35.1 %","12.8 %","396","702","1098","sa201574"
"Brad Correll","Red Sox (A+)","28","95",".323","0.75","25.8 %","31.8 %","42.4 %","28.6 %","7.1 %","47.8 %","22.4 %","29.9 %","27.5 %","46","125","171","sa202381"
"Juan Rivera","Royals (A)","22","124",".283","4.36","16.7 %","67.8 %","15.6 %","7.1 %","7.1 %","33.3 %","18.3 %","48.4 %","25.3 %","22","172","194","sa254539"
"Jonathan White","Giants (R)","23","102",".347","1.04","17.4 %","42.0 %","40.6 %","21.4 %","7.1 %","58.1 %","17.6 %","24.3 %","28.7 %","29","142","171","sa388368"
"Richard Lucas","- - -","20","210",".382","0.91","19.5 %","38.3 %","42.1 %","19.6 %","7.1 %","44.3 %","25.0 %","30.7 %","24.4 %","129","268","397","sa389215"
"Tony Delmonico","Dodgers (A)","22","428",".349","0.86","14.9 %","39.3 %","45.8 %","23.0 %","7.1 %","50.7 %","19.2 %","30.1 %","26.7 %","227","551","778","sa454730"
"Colt Sedbrook","- - -","23","484",".270","2.63","18.3 %","59.2 %","22.5 %","21.4 %","7.1 %","38.3 %","21.3 %","40.4 %","12.1 %","479","773","1252","sa454782"
"John Rickard","Angels (R)","19","54",".407","0.50","22.2 %","25.9 %","51.9 %","7.1 %","7.1 %","56.7 %","26.7 %","16.7 %","33.9 %","33","79","112","sa455351"
"Adonys Canelo","- - -","20","62",".308","1.50","7.9 %","55.3 %","36.8 %","7.1 %","7.1 %","39.0 %","31.7 %","29.3 %","32.1 %","13","96","109","sa455607"
"Jose Rivero","- - -","19","246",".340","1.39","6.9 %","54.2 %","38.9 %","19.6 %","7.1 %","45.0 %","29.5 %","25.5 %","30.5 %","117","359","476","sa455668"
"Mike Konstanty","- - -","23","188",".286","1.17","19.5 %","43.4 %","37.2 %","23.8 %","7.1 %","50.4 %","20.9 %","28.7 %","40.3 %","69","296","365","sa455671"
"Donell Linares","Braves (A+)","25","544",".287","0.80","16.9 %","36.9 %","46.2 %","18.6 %","7.1 %","54.9 %","21.5 %","23.6 %","14.6 %","120","607","727","sa496271"
"Brendan Akashian","Phillies (A)","24","77",".256","1.36","13.2 %","50.0 %","36.8 %","0.0 %","7.1 %","37.5 %","32.5 %","30.0 %","22.5 %","78","82","160","sa497336"
"Jeremiah Sammy","Rockies (A-)","21","212",".376","2.00","16.6 %","55.6 %","27.8 %","16.7 %","7.1 %","44.2 %","18.6 %","37.2 %","17.6 %","93","266","359","sa502558"
"Rolando Petit","Indians (R)","19","134",".304","1.29","16.9 %","46.8 %","36.4 %","21.4 %","7.1 %","54.9 %","19.5 %","25.6 %","34.8 %","59","200","259","sa502608"
"Luis Alvarez","Astros (R)","19","53",".333","1.07","19.4 %","41.7 %","38.9 %","14.3 %","7.1 %","40.5 %","24.3 %","35.1 %","30.3 %","17","72","89","sa503151"
"Abraham De Leon","- - -","20","69",".216","1.57","5.3 %","57.9 %","36.8 %","14.3 %","7.1 %","50.0 %","15.8 %","34.2 %","29.1 %","26","108","134","sa503246"
"Ronny Puello","Orioles (R)","19","38",".440","0.64","8.0 %","36.0 %","56.0 %","21.4 %","7.1 %","29.6 %","44.4 %","25.9 %","36.7 %","5","55","60","sa507867"
"Nate Tenbrink","Mariners (A)","22","527",".340","1.13","13.5 %","46.0 %","40.5 %","18.4 %","7.1 %","40.6 %","25.9 %","33.5 %","29.1 %","228","696","924","sa454946"
"Jeremy Barfield","Athletics (A)","20","460",".325","1.27","16.3 %","46.9 %","36.8 %","16.8 %","7.1 %","46.5 %","24.5 %","29.0 %","29.0 %","210","618","828","sa327073"
"Chris Snelling","- - -","27","284",".314","1.17","21.4 %","42.3 %","36.2 %","11.3 %","7.0 %","48.2 %","29.7 %","22.1 %","8.4 %","495","660","1155","1480"
"Zack Cozart","Reds (AA)","23","541",".301","1.08","20.4 %","41.4 %","38.2 %","16.2 %","7.0 %","45.8 %","27.1 %","27.1 %","7.2 %","845","1317","2162","2616"
"Kraig Binick","- - -","24","236",".237","1.34","11.7 %","50.5 %","37.8 %","26.8 %","7.0 %","45.4 %","23.5 %","31.1 %","16.8 %","63","270","333","sa392192"
"Travis d'Arnaud","Phillies (A)","20","540",".273","0.84","15.0 %","38.9 %","46.1 %","14.6 %","7.0 %","46.9 %","21.8 %","31.3 %","22.9 %","240","679","919","7739"
"Danny Richar","Reds (AAA)","26","181",".304","1.11","20.0 %","42.0 %","38.0 %","22.8 %","7.0 %","41.8 %","26.8 %","31.4 %","6.2 %","220","423","643","3767"
"Wilin Rosario","Rockies (A+)","20","222",".336","1.18","17.3 %","44.7 %","38.0 %","15.8 %","7.0 %","44.9 %","22.4 %","32.7 %","34.6 %","55","329","384","8002"
"Andy D'Alessio","- - -","24","457",".351","1.34","12.7 %","50.0 %","37.3 %","14.0 %","7.0 %","42.1 %","23.7 %","34.2 %","27.1 %","195","622","817","sa327106"
"Ricky Alvarez","Angels (R)","20","232",".329","1.26","16.8 %","46.5 %","36.8 %","12.3 %","7.0 %","40.9 %","21.3 %","37.8 %","34.8 %","74","314","388","sa462415"
"Edison Sanchez","Braves (R)","18","208",".369","0.61","15.6 %","32.1 %","52.3 %","22.8 %","7.0 %","42.6 %","24.4 %","33.0 %","25.2 %","161","255","416","sa506234"
"Yordany Ramirez","Astros (AAA)","24","478",".275","1.05","17.6 %","42.2 %","40.2 %","38.2 %","7.0 %","49.4 %","22.6 %","28.1 %","11.7 %","445","1115","1560","sa201860"
"Brandon Jones","Braves (AAA)","25","443",".328","1.32","25.6 %","42.3 %","32.1 %","13.0 %","7.0 %","40.8 %","29.4 %","29.8 %","8.0 %","704","1038","1742","6987"
"Chip Ambres","- - -","29","517",".291","0.77","20.2 %","34.6 %","45.1 %","18.0 %","7.0 %","52.6 %","25.7 %","21.8 %","6.4 %","788","1182","1970","2042"
"Clay Fuller","Angels (A+)","22","544",".299","1.22","10.9 %","48.9 %","40.2 %","20.9 %","7.0 %","44.3 %","24.9 %","30.8 %","28.8 %","309","737","1046","sa326722"
"Joe Bonfe","- - -","21","197",".380","1.44","18.6 %","48.1 %","33.3 %","34.9 %","7.0 %","60.9 %","16.5 %","22.6 %","22.0 %","104","242","346","sa502086"
"Sundrendy Windster","Giants (R)","20","165",".330","0.74","16.7 %","35.6 %","47.8 %","20.9 %","7.0 %","59.6 %","16.0 %","24.5 %","39.3 %","72","261","333","sa502603"
"Anthony Hatch","Dodgers (A)","25","537",".325","1.06","19.6 %","41.3 %","39.1 %","15.8 %","7.0 %","41.4 %","25.3 %","33.3 %","18.9 %","241","643","884","sa290365"
"Bobby Scales","Cubs (AAA)","31","360",".331","1.72","18.7 %","51.5 %","29.9 %","15.3 %","6.9 %","51.2 %","22.6 %","26.2 %","10.2 %","537","763","1300","2673"
"Trevor Plouffe","Twins (AAA)","23","477",".284","1.15","13.9 %","46.0 %","40.1 %","25.0 %","6.9 %","48.1 %","24.2 %","27.7 %","7.0 %","628","1102","1730","7462"
"Abel Martinez","Mexican (AAA)","32","325",".331","1.86","21.7 %","51.0 %","27.4 %","22.2 %","6.9 %","53.7 %","25.9 %","20.4 %","4.7 %","415","646","1061","sa203950"
"Michael Guerrero","Nationals (A)","22","335",".249","1.42","20.5 %","46.6 %","32.9 %","19.4 %","6.9 %","40.4 %","22.2 %","37.4 %","24.4 %","142","461","603","sa454916"
"Leandro Castro","- - -","20","351",".328","1.11","16.1 %","44.1 %","39.8 %","24.8 %","6.9 %","48.1 %","20.8 %","31.1 %","27.7 %","100","463","563","sa455746"
"Tyler Moore","Nationals (A)","22","477",".375","0.82","23.1 %","34.7 %","42.2 %","22.3 %","6.9 %","51.1 %","27.3 %","21.6 %","30.2 %","200","677","877","7244"
"Tony Graffanino","Indians (AAA)","37","286",".294","1.15","13.8 %","46.1 %","40.1 %","16.1 %","6.9 %","45.0 %","27.3 %","27.7 %","5.9 %","415","663","1078","235"
"Yamaico Navarro","- - -","21","277",".267","1.05","11.9 %","45.0 %","43.1 %","27.6 %","6.9 %","49.5 %","24.5 %","26.0 %","22.1 %","118","343","461","5665"
"Kyle Jensen","Marlins (A-)","21","209",".346","0.95","18.7 %","39.6 %","41.7 %","12.1 %","6.9 %","49.3 %","21.4 %","29.3 %","30.9 %","84","282","366","7706"
"Fehlandt Lentini","Mexican (AAA)","31","104",".307","1.24","13.3 %","48.0 %","38.7 %","10.3 %","6.9 %","49.4 %","28.6 %","22.1 %","10.6 %","140","218","358","sa3001148"
"Mark Thomas","- - -","21","242",".329","1.45","12.9 %","51.5 %","35.6 %","29.3 %","6.9 %","51.2 %","21.4 %","27.4 %","29.6 %","119","313","432","sa328150"
"Tyler Vaughn","- - -","24","121",".333","1.28","16.5 %","46.8 %","36.7 %","13.8 %","6.9 %","41.1 %","26.7 %","32.2 %","28.3 %","24","163","187","sa390400"
"Evan Chambers","Pirates (A-)","20","253",".375","0.83","11.7 %","40.0 %","48.3 %","13.8 %","6.9 %","47.2 %","19.2 %","33.6 %","27.3 %","212","367","579","sa392103"
"Chris Kersten","Indians (R)","23","201",".426","0.86","16.3 %","38.8 %","45.0 %","13.8 %","6.9 %","40.6 %","26.3 %","33.1 %","29.7 %","71","289","360","sa502606"
"David Pino","Pirates (R)","18","255",".315","1.47","19.2 %","48.0 %","32.8 %","13.8 %","6.9 %","50.3 %","23.0 %","26.8 %","25.4 %","130","303","433","sa504942"
"D'Angelo Jimenez","Mexican (AAA)","31","459",".301","0.98","20.5 %","39.4 %","40.1 %","21.4 %","6.9 %","56.6 %","20.7 %","22.8 %","3.4 %","870","972","1842","1038"
"Andy Green","- - -","31","236",".293","0.99","13.2 %","43.1 %","43.7 %","16.4 %","6.8 %","53.8 %","24.9 %","21.4 %","7.0 %","325","520","845","2991"
"Griff Erickson","Dodgers (R)","21","225",".346","0.82","15.3 %","38.2 %","46.5 %","15.1 %","6.8 %","48.8 %","23.8 %","27.4 %","22.3 %","111","280","391","sa327827"
"J.R. Higley","- - -","21","262",".353","0.90","17.3 %","39.3 %","43.5 %","17.8 %","6.8 %","36.0 %","26.9 %","37.1 %","30.3 %","88","371","459","sa455010"
"Jon Townsend","Angels (A)","24","256",".283","0.97","14.3 %","42.3 %","43.5 %","19.2 %","6.8 %","37.9 %","30.5 %","31.6 %","31.2 %","83","360","443","sa462419"
"Eddy Martinez-Esteve","Giants (AA)","25","491",".322","1.62","17.7 %","50.8 %","31.5 %","16.2 %","6.8 %","40.5 %","23.8 %","35.7 %","18.0 %","223","579","802","sa262156"
"Eury Perez","Nationals (R)","19","205",".418","2.05","14.6 %","57.3 %","28.0 %","11.4 %","6.8 %","35.8 %","28.5 %","35.8 %","17.7 %","77","228","305","10299"
"Tyler Ladendorf","- - -","21","284",".304","1.02","14.4 %","43.3 %","42.3 %","26.1 %","6.8 %","45.6 %","22.8 %","31.6 %","17.8 %","124","342","466","3211"
"Tommy Manzella","Astros (AAA)","26","580",".340","1.57","19.9 %","48.9 %","31.2 %","21.2 %","6.8 %","42.1 %","23.7 %","34.3 %","8.1 %","746","1400","2146","3789"
"Eugenio Velez","Giants (AAA)","27","197",".329","1.59","25.5 %","45.8 %","28.8 %","0.0 %","6.8 %","43.0 %","27.9 %","29.1 %","8.3 %","251","438","689","3893"
"Hector Castaneda","Mexican (AAA)","37","327",".322","3.20","13.1 %","66.2 %","20.7 %","9.1 %","6.8 %","24.2 %","22.8 %","53.0 %","5.2 %","586","690","1276","sa190313"
"Luis Del Rosario","- - -","19","244",".350","2.20","10.2 %","61.8 %","28.0 %","9.1 %","6.8 %","42.9 %","23.0 %","34.2 %","31.1 %","101","352","453","sa455945"
"Tim Palincsar","Indians (A-)","22","204",".265","1.57","15.7 %","51.5 %","32.8 %","20.5 %","6.8 %","45.2 %","19.3 %","35.6 %","30.1 %","77","285","362","sa502522"
"Carlos Urena","Yankees (R)","19","134",".200","0.68","1.3 %","40.0 %","58.7 %","25.0 %","6.8 %","33.3 %","41.0 %","25.6 %","31.8 %","72","192","264","sa507161"
"Wilmer Portes","Orioles (R)","18","187",".339","1.30","10.6 %","50.4 %","38.9 %","20.5 %","6.8 %","48.8 %","27.3 %","24.0 %","24.1 %","110","239","349","sa507874"
"James McOwen","Mariners (A+)","23","503",".379","1.24","12.7 %","48.3 %","39.0 %","19.7 %","6.8 %","41.6 %","30.8 %","27.7 %","18.7 %","191","610","801","sa390449"
"Blake DeWitt","Dodgers (AAA)","23","407",".273","1.34","21.5 %","45.0 %","33.6 %","21.4 %","6.8 %","50.5 %","27.7 %","21.9 %","5.9 %","625","893","1518","7485"
"Donnie Webb","- - -","23","558",".368","1.98","19.2 %","53.7 %","27.1 %","12.6 %","6.8 %","41.9 %","22.0 %","36.1 %","25.3 %","228","777","1005","sa454797"
"Christian Bethancourt","- - -","17","187",".331","0.76","19.4 %","34.9 %","45.7 %","18.6 %","6.8 %","45.0 %","26.0 %","29.0 %","30.7 %","78","254","332","10028"
"Luis Rivera","Mets (A-)","22","266",".369","1.34","14.8 %","48.8 %","36.4 %","16.9 %","6.8 %","38.2 %","28.3 %","33.5 %","24.9 %","164","334","498","sa254348"
"Adolfo Gonzalez","Dodgers (A+)","24","255",".333","1.51","15.9 %","50.6 %","33.5 %","3.4 %","6.8 %","44.6 %","22.6 %","32.8 %","32.2 %","58","352","410","sa295197"
"Adam Davis","Indians (A+)","24","442",".279","1.11","13.8 %","45.3 %","40.8 %","30.5 %","6.8 %","47.5 %","22.2 %","30.3 %","24.9 %","224","591","815","sa326690"
"Andrew Walker","- - -","23","237",".280","1.08","14.0 %","44.8 %","41.3 %","11.9 %","6.8 %","46.3 %","20.8 %","32.9 %","24.9 %","149","297","446","sa389720"
"Alberto Diaz","Diamondbacks (A)","20","473",".291","1.31","15.0 %","48.1 %","36.9 %","13.6 %","6.8 %","46.8 %","22.8 %","30.4 %","35.5 %","139","667","806","sa455608"
"Henry Wrigley","- - -","22","457",".260","1.01","14.9 %","42.9 %","42.3 %","25.0 %","6.8 %","52.5 %","20.1 %","27.5 %","27.0 %","86","604","690","sa296971"
"Brock Holt","Pirates (A-)","21","285",".317","1.11","14.5 %","45.0 %","40.5 %","14.6 %","6.7 %","36.8 %","20.6 %","42.5 %","16.4 %","126","332","458","9345"
"Michael McCormick","- - -","22","371",".228","0.77","11.5 %","38.5 %","50.0 %","33.7 %","6.7 %","56.3 %","21.4 %","22.3 %","35.3 %","181","558","739","sa291412"
"John Shelby","White Sox (AA)","23","493",".273","0.85","19.4 %","37.0 %","43.7 %","25.5 %","6.7 %","52.2 %","27.6 %","20.2 %","9.7 %","661","1069","1730","sa326756"
"Allan Dykstra","Padres (A)","22","537",".271","0.57","16.0 %","30.6 %","53.4 %","26.2 %","6.7 %","43.6 %","22.9 %","33.4 %","19.3 %","463","641","1104","9113"
"Jason Lane","Blue Jays (AAA)","32","479",".273","0.51","13.8 %","29.0 %","57.2 %","24.1 %","6.7 %","45.5 %","23.6 %","30.8 %","7.8 %","686","1035","1721","1397"
"Mike Cervenak","Phillies (AAA)","32","506",".318","1.44","19.7 %","47.4 %","32.8 %","20.7 %","6.7 %","51.7 %","24.9 %","23.5 %","7.1 %","602","1137","1739","3133"
"Jed Lowrie","- - -","25","101",".206","0.33","15.5 %","21.1 %","63.4 %","15.6 %","6.7 %","50.7 %","25.4 %","23.9 %","8.0 %","160","215","375","4418"
"Mike Baxter","- - -","24","574",".374","1.36","21.3 %","45.3 %","33.4 %","11.9 %","6.7 %","41.3 %","26.1 %","32.6 %","6.8 %","901","1318","2219","4464"
"Brian Bogusevic","Astros (AAA)","25","581",".341","2.61","17.5 %","59.6 %","22.8 %","7.8 %","6.7 %","38.2 %","23.3 %","38.5 %","8.9 %","911","1439","2350","4719"
"Pedro Florimon","- - -","22","510",".325","1.16","12.1 %","47.1 %","40.8 %","9.6 %","6.7 %","46.7 %","27.8 %","25.5 %","31.3 %","204","710","914","8385"
"Blake Tekotte","Padres (A)","22","610",".292","0.80","17.6 %","36.6 %","45.8 %","21.0 %","6.7 %","43.5 %","24.5 %","32.0 %","20.5 %","315","744","1059","8810"
"Luis Arredondo","Mexican (AAA)","37","397",".358","2.28","22.6 %","53.8 %","23.6 %","18.7 %","6.7 %","37.2 %","21.3 %","41.6 %","2.8 %","632","895","1527","sa185277"
"Chris Kroski","Reds (AA)","27","122",".253","0.83","23.6 %","34.7 %","41.7 %","30.0 %","6.7 %","48.7 %","28.2 %","23.1 %","14.9 %","177","266","443","sa201631"
"Nate Gold","Rangers (AAA)","29","101",".275","0.73","25.7 %","31.4 %","42.9 %","30.0 %","6.7 %","57.8 %","19.7 %","22.5 %","9.0 %","165","256","421","sa202232"
"Jose Gil","- - -","22","141",".253","1.87","12.2 %","57.1 %","30.6 %","20.0 %","6.7 %","57.1 %","19.1 %","23.8 %","31.6 %","30","201","231","sa294329"
"Ben Copeland","- - -","25","409",".320","1.12","18.1 %","43.2 %","38.7 %","23.3 %","6.7 %","40.6 %","30.2 %","29.2 %","8.1 %","468","854","1322","sa294477"
"Mark Shorey","Cardinals (AAA)","24","275",".345","1.15","20.3 %","42.6 %","37.1 %","24.0 %","6.7 %","44.7 %","24.5 %","30.8 %","12.1 %","367","678","1045","sa327078"
"Jake Blackwood","Marlins (A+)","23","96",".203","0.97","11.9 %","43.3 %","44.8 %","43.3 %","6.7 %","52.1 %","11.3 %","36.6 %","32.7 %","16","137","153","sa327899"
"Victor Castillo","Orioles (A)","24","70",".234","1.73","8.9 %","57.8 %","33.3 %","20.0 %","6.7 %","39.6 %","27.1 %","33.3 %","32.0 %","27","98","125","sa328915"
"Matt Lawson","Rangers (A+)","23","545",".372","0.92","16.3 %","40.1 %","43.6 %","16.0 %","6.7 %","42.7 %","30.0 %","27.3 %","29.9 %","170","763","933","sa388392"
"Fernando Cruz","Royals (R)","19","200",".301","2.16","10.1 %","61.4 %","28.5 %","26.7 %","6.7 %","36.3 %","17.9 %","45.8 %","21.3 %","46","240","286","sa389855"
"Emmanuel Avila","White Sox (R)","20","251",".292","2.53","15.0 %","61.0 %","24.1 %","24.4 %","6.7 %","37.6 %","20.3 %","42.1 %","20.5 %","78","303","381","sa393008"
"Doug Pickens","- - -","24","234",".312","1.45","14.5 %","50.6 %","34.9 %","13.3 %","6.7 %","39.1 %","24.0 %","36.9 %","25.2 %","69","304","373","sa447531"
"Michael Swinson","- - -","19","195",".323","1.38","15.7 %","48.8 %","35.4 %","24.4 %","6.7 %","54.7 %","26.6 %","18.8 %","28.3 %","102","259","361","sa455197"
"Carlos Mojica","Astros (R)","21","84",".364","2.13","16.1 %","57.1 %","26.8 %","33.3 %","6.7 %","44.6 %","26.8 %","28.6 %","36.8 %","21","123","144","sa455712"
"Ernesto Manzanillo","Marlins (A-)","20","130",".228","1.37","9.0 %","52.6 %","38.5 %","23.3 %","6.7 %","33.3 %","23.5 %","43.2 %","43.1 %","29","203","232","sa455735"
"Roberto Feliz","Red Sox (A-)","21","43",".194","0.93","6.5 %","45.2 %","48.4 %","26.7 %","6.7 %","40.6 %","25.0 %","34.4 %","29.6 %","15","56","71","sa455991"
"Hyeong-rok Choi","Twins (R)","19","128",".333","1.23","23.0 %","42.5 %","34.5 %","16.7 %","6.7 %","33.7 %","23.6 %","42.7 %","18.1 %","63","164","227","sa456019"
"Wilfri Pena","Nationals (R)","22","72",".286","1.33","22.2 %","44.4 %","33.3 %","33.3 %","6.7 %","70.6 %","15.7 %","13.7 %","18.3 %","42","84","126","sa456607"
"Tim Wheeler","Rockies (A-)","21","309",".310","1.28","17.8 %","46.2 %","36.1 %","25.3 %","6.7 %","41.2 %","27.8 %","31.0 %","25.2 %","142","405","547","sa500746"
"Yeico Aponte","Blue Jays (R)","20","105",".305","2.47","10.3 %","63.8 %","25.9 %","20.0 %","6.7 %","46.7 %","25.0 %","28.3 %","44.0 %","47","162","209","sa503152"
"Geno Glynn","Rays (R)","22","87",".295","2.27","15.5 %","58.6 %","25.9 %","0.0 %","6.7 %","33.9 %","25.8 %","40.3 %","21.9 %","44","107","151","sa503460"
"Garis Pena","Blue Jays (R)","17","106",".246","0.83","20.3 %","36.2 %","43.5 %","30.0 %","6.7 %","53.5 %","16.9 %","29.6 %","37.8 %","16","156","172","sa503465"
"Yidid Batista","Mariners (R)","19","98",".254","2.60","20.6 %","57.4 %","22.1 %","33.3 %","6.7 %","46.6 %","20.6 %","32.9 %","14.0 %","61","103","164","sa504779"
"Luis Unda","Phillies (R)","19","277",".319","1.20","24.3 %","41.3 %","34.4 %","22.7 %","6.7 %","44.8 %","22.0 %","33.2 %","20.4 %","107","320","427","sa504864"
"Henry Pena","Yankees (R)","18","244",".420","0.93","15.3 %","40.9 %","43.8 %","18.3 %","6.7 %","39.4 %","35.2 %","25.4 %","26.7 %","187","319","506","sa505518"
"Miguel De Leon","Rockies (R)","17","145",".296","0.62","11.0 %","34.1 %","54.9 %","17.8 %","6.7 %","43.0 %","32.6 %","24.4 %","38.5 %","50","223","273","sa506299"
