"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Hunter Carnevale","- - -","25","33.1",".269","1.15","16.8 %","44.6 %","38.6 %","10.3 %","10.3 %","53.7 %","18.5 %","27.8 %","14.2 %","186","272","458","sa549348"
"Zach Jadofsky","- - -","24","60.2",".294","1.15","9.2 %","48.6 %","42.2 %","21.8 %","10.3 %","38.3 %","23.4 %","38.3 %","19.4 %","214","510","705","sa599881"
"Oswaldo Pacheco","Mexican (AAA)","22","81.2",".314","1.00","20.9 %","39.5 %","39.5 %","15.4 %","10.3 %","50.0 %","23.8 %","26.2 %","6.0 %","544","827","1371","sa652415"
"Omar Luis","Yankees (A)","21","41.0",".280","1.54","20.8 %","48.0 %","31.2 %","25.6 %","10.3 %","44.9 %","21.3 %","33.8 %","9.8 %","276","379","655","sa740520"
"Rohn Pierce","Mariners (R)","21","42.1",".302","1.10","15.5 %","44.3 %","40.2 %","17.9 %","10.3 %","40.0 %","23.0 %","37.0 %","37.6 %","72","276","348","sa829304"
"Tim Alderson","- - -","25","96.0",".306","0.98","15.8 %","41.6 %","42.6 %","18.1 %","10.2 %","44.8 %","31.1 %","24.2 %","12.9 %","431","901","1332","sa389899"
"Chris Devenski","- - -","23","118.0",".266","0.95","14.6 %","41.5 %","43.9 %","25.2 %","10.2 %","45.4 %","23.4 %","31.2 %","17.7 %","420","1006","1426","12763"
"Michael Ynoa","Athletics (A+)","22","45.2",".349","0.86","15.0 %","39.3 %","45.8 %","16.3 %","10.2 %","44.1 %","35.1 %","20.7 %","26.9 %","157","368","525","14093"
"Enrique Burgos","Diamondbacks (A+)","23","54.2",".288","1.14","7.9 %","49.1 %","43.0 %","6.1 %","10.2 %","44.0 %","21.6 %","34.5 %","39.8 %","145","398","543","3895"
"Lee Stoppelman","- - -","24","49.1",".318","1.04","20.0 %","40.8 %","39.2 %","14.3 %","10.2 %","36.8 %","26.3 %","36.8 %","9.1 %","362","543","905","sa658588"
"Zach Hirsch","Brewers (R)","23","41.0",".328","1.08","13.6 %","44.9 %","41.5 %","24.5 %","10.2 %","36.4 %","28.9 %","34.7 %","35.4 %","38","247","285","sa829456"
"Luis Cruz","- - -","23","124.2",".295","0.84","18.4 %","37.3 %","44.4 %","18.5 %","10.2 %","44.3 %","28.0 %","27.7 %","9.5 %","707","1312","2019","sa454687"
"Hector Silvestre","- - -","21","119.2",".278","0.98","20.3 %","39.5 %","40.3 %","22.9 %","10.2 %","45.0 %","23.8 %","31.3 %","14.9 %","247","758","1005","sa599917"
"Casey Sadler","Pirates (AAA)","23","124.2",".290","1.89","20.2 %","52.2 %","27.6 %","19.4 %","10.2 %","50.6 %","22.7 %","26.7 %","9.7 %","671","1187","1858","11209"
"Ryan Etsell","- - -","22","85.0",".323","0.95","18.2 %","39.9 %","41.9 %","23.1 %","10.2 %","44.7 %","25.4 %","29.9 %","27.5 %","140","521","661","sa739294"
"Dylan Unsworth","Mariners (A+)","21","119.1",".367","0.96","11.6 %","43.2 %","45.1 %","15.6 %","10.2 %","43.7 %","25.8 %","30.5 %","23.2 %","207","907","1114","sa550449"
"Seth Frankoff","- - -","25","64.1",".301","1.44","16.8 %","49.1 %","34.1 %","22.0 %","10.2 %","45.9 %","25.4 %","28.7 %","13.5 %","402","643","1045","11346"
"Aaron Sanchez","- - -","21","100.1",".293","3.08","13.3 %","65.5 %","21.2 %","15.3 %","10.2 %","36.1 %","27.4 %","36.5 %","8.4 %","689","951","1640","11490"
"Colton Cain","- - -","23","47.2",".366","0.92","22.6 %","37.0 %","40.4 %","20.3 %","10.2 %","39.2 %","21.0 %","39.9 %","9.7 %","317","457","774","sa501545"
"Logan Bawcom","- - -","25","47.2",".296","0.86","23.6 %","35.4 %","41.0 %","27.1 %","10.2 %","46.6 %","25.7 %","27.7 %","10.1 %","323","482","805","sa549287"
"Jorge Rodriguez","- - -","22","43.0",".345","1.03","16.1 %","42.7 %","41.3 %","11.9 %","10.2 %","44.6 %","31.8 %","23.7 %","18.0 %","99","279","378","sa597264"
"Sasagi Sanchez","Mexican (AAA)","20","51.2",".337","1.19","20.9 %","42.9 %","36.2 %","15.3 %","10.2 %","49.1 %","20.7 %","30.2 %","10.9 %","333","540","873","sa824742"
"Tsuyoshi Wada","Cubs (AAA)","33","113.2",".302","1.00","17.2 %","41.4 %","41.4 %","18.0 %","10.2 %","43.8 %","24.9 %","31.3 %","12.7 %","576","1173","1749","13046"
"Corey Black","Cubs (AA)","22","124.1",".269","1.09","17.3 %","43.0 %","39.6 %","14.1 %","10.2 %","41.1 %","22.9 %","36.0 %","9.8 %","905","1237","2142","sa658004"
"Brian Holmes","Astros (A+)","23","87.1",".299","0.66","15.1 %","33.9 %","51.0 %","18.8 %","10.2 %","33.2 %","30.9 %","35.9 %","24.1 %","196","580","776","sa658229"
"Pat Young","Giants (A+)","22","111.2",".355","1.20","21.3 %","42.9 %","35.9 %","19.5 %","10.2 %","40.9 %","24.3 %","34.8 %","14.0 %","536","930","1466","sa707781"
"Mark Serrano","- - -","28","55.0",".296","0.77","22.8 %","33.5 %","43.7 %","36.2 %","10.1 %","43.4 %","25.3 %","31.3 %","12.5 %","316","564","880","sa501508"
"Ronald Pena","- - -","22","56.1",".299","1.42","18.1 %","48.0 %","33.8 %","15.9 %","10.1 %","44.5 %","23.0 %","32.5 %","11.6 %","133","317","450","sa658287"
"Shane Broyles","- - -","22","70.2",".285","1.29","14.1 %","48.4 %","37.5 %","18.8 %","10.1 %","42.5 %","19.7 %","37.8 %","18.3 %","203","501","704","sa658297"
"Matt Bowman","- - -","23","134.2",".332","3.01","19.1 %","60.7 %","20.2 %","16.5 %","10.1 %","53.3 %","22.7 %","24.0 %","10.0 %","736","1327","2063","13528"
"Brett Marshall","Reds (AAA)","24","70.1",".316","1.01","17.1 %","41.7 %","41.2 %","18.0 %","10.1 %","50.9 %","25.9 %","23.2 %","10.3 %","535","713","1248","5364"
"Giancarlo Alvarado","Mets (AAA)","36","84.0",".325","1.31","20.2 %","45.3 %","34.5 %","20.2 %","10.1 %","41.4 %","27.5 %","31.2 %","8.6 %","630","948","1578","sa212417"
"Matt Heidenreich","- - -","23","87.0",".404","1.35","18.8 %","46.7 %","34.5 %","21.2 %","10.1 %","46.4 %","22.7 %","30.9 %","14.0 %","367","792","1159","sa501303"
"Drew Granier","- - -","25","130.1",".310","1.26","17.8 %","45.9 %","36.3 %","16.8 %","10.1 %","41.3 %","27.2 %","31.5 %","6.3 %","955","1343","2298","sa599479"
"Jordan Pries","- - -","24","154.0",".279","1.31","17.7 %","46.6 %","35.7 %","16.4 %","10.1 %","53.4 %","22.3 %","24.3 %","9.5 %","875","1468","2343","sa577935"
"Elih Villanueva","Marlins (AAA)","27","137.0",".304","0.94","19.5 %","39.0 %","41.5 %","20.1 %","10.1 %","41.2 %","30.3 %","28.5 %","9.6 %","901","1446","2347","8796"
"Severino Gonzalez","Phillies (AA)","21","158.2",".296","0.82","17.8 %","37.1 %","45.2 %","28.4 %","10.0 %","45.7 %","24.2 %","30.0 %","8.1 %","802","1654","2456","14697"
"Trevor Bauer","Indians (AAA)","23","46.0",".263","0.94","19.8 %","38.8 %","41.3 %","20.0 %","10.0 %","41.5 %","26.8 %","31.7 %","9.3 %","264","455","719","12703"
"Matt Strahm","Royals (R)","22","19.2",".225","1.90","25.6 %","48.7 %","25.6 %","20.0 %","10.0 %","47.5 %","12.5 %","40.0 %","36.3 %","42","126","168","13799"
"Chris Capuano","- - -","35","19.1",".280","1.25","8.2 %","51.0 %","40.8 %","10.0 %","10.0 %","41.2 %","27.5 %","31.4 %","15.1 %","104","180","284","1701"
"Kevin Gregg","- - -","36","7.0",".320","1.10","12.5 %","45.8 %","41.7 %","10.0 %","10.0 %","30.8 %","34.6 %","34.6 %","3.7 %","37","72","109","1793"
"Jarlin Garcia","Marlins (A)","21","133.2",".332","1.50","21.9 %","46.9 %","31.3 %","23.8 %","10.0 %","46.3 %","24.4 %","29.3 %","22.4 %","251","902","1153","18282"
"Yoel Hernandez","- - -","34","40.0",".328","1.48","20.2 %","47.6 %","32.3 %","17.5 %","10.0 %","46.3 %","17.9 %","35.8 %","12.1 %","232","412","644","2576"
"Jailen Peguero","- - -","33","22.2",".378","1.85","21.9 %","50.7 %","27.4 %","15.0 %","10.0 %","42.1 %","14.5 %","43.4 %","11.0 %","145","237","382","2913"
"Brian Burres","Rockies (AAA)","33","66.2",".384","1.16","16.4 %","44.9 %","38.6 %","15.0 %","10.0 %","50.5 %","28.0 %","21.5 %","10.2 %","527","746","1273","3425"
"Danny Duffy","Royals (AAA)","25","6.0",".250","0.60","5.9 %","35.3 %","58.8 %","20.0 %","10.0 %","47.1 %","29.4 %","23.5 %","5.1 %","28","51","79","3542"
"Matt Palmer","Mariners (AAA)","35","73.0",".307","1.08","20.1 %","41.5 %","38.5 %","22.2 %","10.0 %","42.1 %","28.3 %","29.6 %","8.6 %","545","773","1318","4457"
"Henry Villar","Mexican (AAA)","27","33.2",".339","1.53","16.5 %","50.4 %","33.1 %","12.5 %","10.0 %","55.7 %","25.8 %","18.6 %","7.2 %","218","338","556","5360"
"Ryan Webb","Orioles (AAA)","28","11.1",".324","1.80","24.3 %","48.6 %","27.0 %","20.0 %","10.0 %","42.1 %","31.6 %","26.3 %","15.2 %","64","120","184","7474"
"Arquimedes Caminero","Marlins (AAA)","27","63.0",".362","0.99","21.0 %","39.2 %","39.8 %","25.7 %","10.0 %","45.8 %","27.9 %","26.3 %","14.0 %","416","737","1153","8992"
"Raul Barron","- - -","28","47.2",".292","1.46","22.2 %","46.2 %","31.6 %","34.0 %","10.0 %","46.4 %","22.9 %","30.7 %","8.5 %","307","496","803","sa328471"
"Juan Pablo Menchaca","- - -","26","20.1",".328","0.83","14.1 %","39.1 %","46.9 %","26.7 %","10.0 %","29.9 %","32.8 %","37.3 %","8.8 %","136","229","365","sa329108"
"Miguel Fermin","- - -","29","12.2",".325","1.80","24.3 %","48.6 %","27.0 %","20.0 %","10.0 %","61.0 %","22.0 %","17.1 %","19.6 %","22","75","97","sa455615"
"Joe Gardner","- - -","26","53.0",".249","2.38","18.2 %","57.6 %","24.2 %","5.0 %","10.0 %","53.0 %","22.6 %","24.4 %","6.5 %","288","450","738","sa501227"
"Ryan Robowski","Tigers (AA)","26","77.2",".288","1.07","18.4 %","42.1 %","39.5 %","24.4 %","10.0 %","40.0 %","24.7 %","35.3 %","10.3 %","516","905","1421","sa501919"
"Nick Sarianides","Diamondbacks (A)","24","27.0",".264","1.13","8.6 %","48.6 %","42.9 %","40.0 %","10.0 %","53.3 %","17.3 %","29.3 %","35.2 %","41","172","213","sa502369"
"James Robbins","Tigers (A+)","23","3.1",".286","0.20","14.3 %","14.3 %","71.4 %","20.0 %","10.0 %","20.0 %","40.0 %","40.0 %","16.7 %","0","18","18","sa502680"
"Robinson Yambati","- - -","23","21.0",".371","1.75","11.3 %","56.5 %","32.3 %","20.0 %","10.0 %","51.6 %","18.8 %","29.7 %","29.9 %","62","142","204","sa504430"
"Jesus Barraza","- - -","23","59.2",".264","0.74","16.8 %","35.3 %","47.9 %","36.3 %","10.0 %","39.3 %","25.4 %","35.3 %","11.5 %","384","591","975","sa504962"
"Ulises Gutierrez","Mexican (AAA)","23","20.0",".382","0.80","20.6 %","35.3 %","44.1 %","26.7 %","10.0 %","50.7 %","28.2 %","21.1 %","8.2 %","174","243","417","sa507306"
"Heberto Gonzalez","Mexican (AAA)","31","48.0",".337","3.37","20.6 %","61.2 %","18.2 %","16.7 %","10.0 %","52.6 %","17.1 %","30.3 %","7.5 %","264","474","738","sa508082"
"Jose Guzman","Reds (R)","22","16.0",".360","0.50","11.8 %","29.4 %","58.8 %","6.7 %","10.0 %","30.2 %","37.7 %","32.1 %","22.4 %","63","102","165","sa548015"
"Daniel Renken","- - -","24","14.1",".405","1.50","28.6 %","42.9 %","28.6 %","10.0 %","10.0 %","39.5 %","29.0 %","31.6 %","13.1 %","120","155","275","sa549725"
"Angel Guerra","Angels (R)","21","42.0",".315","2.30","14.8 %","59.4 %","25.8 %","30.0 %","10.0 %","53.6 %","18.7 %","27.7 %","11.8 %","103","212","315","sa596850"
"Francisco Cambuston","Mexican (AAA)","20","48.2",".331","2.23","20.9 %","54.6 %","24.5 %","20.0 %","10.0 %","51.5 %","21.9 %","26.6 %","9.1 %","287","459","746","sa596858"
"Eduardo Rivera","Yankees (R)","21","14.1",".229","0.65","10.8 %","35.1 %","54.1 %","20.0 %","10.0 %","48.7 %","18.9 %","32.4 %","22.9 %","65","75","140","sa597029"
"Gerald Ferrer","- - -","22","15.0",".378","0.85","17.8 %","37.8 %","44.4 %","30.0 %","10.0 %","40.8 %","26.5 %","32.7 %","24.8 %","53","92","145","sa597555"
"Bradley Roney","Braves (R)","21","22.1",".296","2.20","22.0 %","53.7 %","24.4 %","30.0 %","10.0 %","42.2 %","24.4 %","33.3 %","25.9 %","81","147","228","sa598926"
"Joel Seddon","- - -","21","27.1",".264","1.85","19.7 %","52.1 %","28.2 %","20.0 %","10.0 %","37.8 %","28.4 %","33.8 %","28.5 %","55","152","207","sa599194"
"Francisco Villa","- - -","22","28.2",".392","0.98","18.6 %","40.2 %","41.2 %","20.0 %","10.0 %","42.0 %","26.0 %","32.0 %","10.2 %","169","274","443","sa599910"
"Jake Ehret","Reds (R)","21","16.2",".308","3.20","16.0 %","64.0 %","20.0 %","0.0 %","10.0 %","35.9 %","24.5 %","39.6 %","16.8 %","57","86","143","sa602390"
"Cesar Lopez","Braves (A)","23","7.0",".292","1.10","16.0 %","44.0 %","40.0 %","10.0 %","10.0 %","52.0 %","20.0 %","28.0 %","12.3 %","22","51","73","sa604216"
"Victor Sanchez","Mariners (AA)","19","124.2",".294","0.85","18.2 %","37.5 %","44.3 %","18.8 %","10.0 %","46.0 %","21.5 %","32.5 %","11.0 %","686","1264","1950","sa610024"
"Jeremy Kivel","Reds (R)","20","40.2",".397","1.35","23.0 %","44.3 %","32.8 %","25.0 %","10.0 %","44.6 %","23.1 %","32.3 %","31.6 %","97","267","364","sa658152"
"Preston Gainey","Brewers (A)","23","125.0",".310","1.25","21.3 %","43.7 %","35.0 %","20.0 %","10.0 %","45.0 %","23.7 %","31.3 %","15.0 %","568","1108","1676","sa658177"
"Chris Perry","- - -","23","63.0",".240","1.04","15.7 %","43.0 %","41.3 %","24.0 %","10.0 %","47.3 %","22.9 %","29.8 %","23.2 %","236","569","805","sa658337"
"Ryan Mathews","Athletics (A)","24","4.1",".071","0.30","13.3 %","20.0 %","66.7 %","20.0 %","10.0 %","46.7 %","26.7 %","26.7 %","2.7 %","18","19","37","sa658637"
"Jordan Hershiser","Dodgers (A)","25","59.1",".262","1.02","14.8 %","43.0 %","42.3 %","36.7 %","10.0 %","40.4 %","19.2 %","40.4 %","25.3 %","132","375","507","sa658976"
"Deivy Mendez","Rays (R)","18","36.2",".310","0.60","14.3 %","32.1 %","53.6 %","30.0 %","10.0 %","48.7 %","19.3 %","31.9 %","25.2 %","100","210","310","sa737357"
"Michael Holback","Cardinals (A)","21","13.0",".281","1.60","21.2 %","48.5 %","30.3 %","20.0 %","10.0 %","48.5 %","21.2 %","30.3 %","15.0 %","56","124","180","sa738388"
"Dusten Knight","Giants (A-)","23","37.0",".256","0.73","20.7 %","33.3 %","46.0 %","27.5 %","10.0 %","35.6 %","26.7 %","37.8 %","29.9 %","86","228","314","sa738418"
"Easton Napiontek","Rangers (R)","21","9.2",".258","1.80","12.5 %","56.3 %","31.3 %","0.0 %","10.0 %","46.9 %","28.1 %","25.0 %","21.2 %","15","51","66","sa738947"
"Garrett Cortright","- - -","22","41.2",".278","2.60","16.3 %","60.5 %","23.3 %","13.3 %","10.0 %","45.2 %","8.9 %","45.9 %","12.5 %","129","303","432","sa739011"
"Armando Rivero","- - -","26","65.0",".289","0.82","14.2 %","38.6 %","47.2 %","25.0 %","10.0 %","39.1 %","24.1 %","36.8 %","16.0 %","402","710","1112","sa739701"
"Ederi Cuello","Mets (R)","17","6.2",".318","0.80","18.2 %","36.4 %","45.5 %","30.0 %","10.0 %","60.9 %","21.7 %","17.4 %","24.1 %","17","41","58","sa828549"
"Ryan Williams","- - -","22","26.2",".288","1.90","13.4 %","56.7 %","29.9 %","20.0 %","10.0 %","44.9 %","20.3 %","34.8 %","38.9 %","19","161","180","sa829137"
"Gerardo Reyes","Rays (A-)","21","33.0",".361","2.60","14.3 %","61.9 %","23.8 %","15.0 %","10.0 %","36.5 %","24.7 %","38.8 %","31.2 %","53","207","260","sa829912"
"Jeff Barkley","- - -","23","30.1",".408","1.53","19.8 %","48.4 %","31.7 %","27.5 %","10.0 %","46.9 %","21.9 %","31.3 %","12.2 %","79","175","254","sa829933"
"Robert Ramer","Giants (A)","23","45.2",".314","1.68","20.7 %","49.6 %","29.6 %","10.0 %","10.0 %","58.9 %","20.6 %","20.6 %","23.1 %","127","354","481","sa831853"
"Tyler Wilson","- - -","24","166.2",".304","1.23","15.1 %","46.8 %","38.0 %","20.4 %","9.9 %","42.2 %","28.2 %","29.6 %","10.9 %","826","1642","2468","12691"
"Scott McGregor","- - -","27","113.1",".324","1.16","16.9 %","44.7 %","38.4 %","19.1 %","9.9 %","39.5 %","21.0 %","39.5 %","6.8 %","691","1197","1888","sa455250"
"Jordan Jankowski","Astros (AA)","25","108.0",".287","0.84","19.8 %","36.7 %","43.5 %","28.1 %","9.9 %","41.2 %","23.6 %","35.2 %","12.7 %","550","1137","1687","13313"
"Taylor Jungmann","- - -","24","153.2",".306","2.13","17.0 %","56.5 %","26.6 %","18.0 %","9.9 %","47.0 %","22.7 %","30.3 %","10.5 %","965","1426","2391","13119"
"Tony Bucciferro","- - -","24","165.1",".315","2.95","18.1 %","61.2 %","20.7 %","13.5 %","9.9 %","56.2 %","19.3 %","24.6 %","14.0 %","457","1246","1703","sa621362"
"Duane Underwood Jr.","Cubs (A)","19","100.2",".273","1.38","14.6 %","49.5 %","35.9 %","12.9 %","9.9 %","44.1 %","21.0 %","35.0 %","22.2 %","236","615","851","14677"
"Brett Bochy","- - -","26","56.0",".289","0.54","21.9 %","27.5 %","50.6 %","30.9 %","9.9 %","40.2 %","22.6 %","37.2 %","8.7 %","398","603","1001","11867"
"Dariel Delgado","- - -","20","53.1",".299","0.68","15.0 %","34.4 %","50.6 %","25.9 %","9.9 %","41.8 %","29.1 %","29.1 %","17.2 %","146","402","548","sa200472"
"Trevor Foss","- - -","24","90.1",".290","1.74","13.6 %","54.9 %","31.5 %","19.8 %","9.9 %","47.3 %","24.5 %","28.2 %","14.7 %","254","595","849","sa738304"
"Andrew Cooper","Nationals (A)","22","70.0",".364","1.58","20.8 %","48.5 %","30.7 %","24.7 %","9.9 %","41.8 %","24.6 %","33.6 %","12.5 %","164","451","615","sa738579"
"Brandon Cumpton","Pirates (AAA)","25","71.1",".278","1.65","16.4 %","52.0 %","31.6 %","14.1 %","9.9 %","49.1 %","22.2 %","28.7 %","6.2 %","392","644","1036","11366"
"Tom Windle","Dodgers (A+)","22","139.1",".309","1.63","12.0 %","54.6 %","33.4 %","12.0 %","9.9 %","45.7 %","27.5 %","26.8 %","26.1 %","240","828","1068","sa549785"
"Richard Rodriguez","- - -","24","59.2",".293","1.11","15.1 %","44.7 %","40.1 %","14.8 %","9.8 %","41.9 %","21.3 %","36.8 %","15.3 %","253","563","816","13549"
"Marcus Hatley","Cubs (AAA)","26","47.0",".349","0.82","14.0 %","38.8 %","47.3 %","18.0 %","9.8 %","40.7 %","22.2 %","37.0 %","11.9 %","276","514","790","4002"
"Chris Bootcheck","- - -","35","78.1",".310","0.77","21.1 %","34.3 %","44.6 %","23.2 %","9.8 %","48.4 %","25.8 %","25.8 %","9.1 %","489","800","1289","1842"
"Toru Murata","- - -","29","126.2",".298","0.73","14.5 %","36.1 %","49.4 %","20.1 %","9.8 %","44.6 %","22.9 %","32.5 %","7.9 %","698","1252","1950","11652"
"Eduard Santos","Angels (A+)","24","48.2",".398","1.22","12.4 %","48.1 %","39.5 %","3.9 %","9.8 %","46.2 %","28.8 %","25.0 %","27.5 %","210","470","680","sa505276"
"Alfonso Sanchez","Mexican (AAA)","25","67.0",".269","0.91","12.9 %","41.5 %","45.5 %","17.6 %","9.8 %","56.4 %","19.5 %","24.2 %","7.5 %","367","642","1009","sa508091"
"Zach Thornton","- - -","26","67.0",".325","1.92","22.4 %","51.0 %","26.6 %","19.6 %","9.8 %","43.5 %","29.5 %","27.0 %","10.4 %","404","781","1185","sa549662"
"Travis Ballew","- - -","23","62.0",".349","1.96","18.8 %","53.8 %","27.4 %","23.5 %","9.8 %","47.4 %","20.1 %","32.5 %","13.8 %","385","615","1000","sa658550"
"Dillon Ortman","- - -","22","36.0",".299","0.98","15.1 %","42.0 %","42.9 %","27.5 %","9.8 %","50.0 %","24.6 %","25.4 %","16.7 %","104","250","354","sa827478"
"Estevan Gonzalez","Blue Jays (A)","22","79.1",".348","1.15","10.8 %","47.7 %","41.4 %","9.8 %","9.8 %","45.3 %","22.8 %","31.9 %","28.3 %","169","542","711","sa548554"
"Chris Rearick","- - -","26","43.2",".299","1.44","15.3 %","50.0 %","34.7 %","24.4 %","9.8 %","45.1 %","22.1 %","32.8 %","12.7 %","229","433","662","11050"
"Jake Brigham","- - -","26","99.1",".287","0.90","20.4 %","37.8 %","41.8 %","20.3 %","9.8 %","48.0 %","25.0 %","27.0 %","9.6 %","519","912","1431","2851"
"Mark Lowe","Indians (AAA)","31","41.2",".368","1.37","17.1 %","47.9 %","35.0 %","17.1 %","9.8 %","50.9 %","23.7 %","25.4 %","13.7 %","245","428","673","7416"
"Chad Reineke","Reds (AAA)","32","30.1",".372","1.02","27.8 %","36.5 %","35.7 %","17.1 %","9.8 %","38.5 %","32.5 %","29.1 %","5.9 %","233","375","608","7641"
"Will Startup","- - -","29","59.2",".309","0.98","19.8 %","39.6 %","40.6 %","22.0 %","9.8 %","45.9 %","21.3 %","32.9 %","9.3 %","389","611","1000","sa290704"
"Brock Huntzinger","Orioles (AAA)","25","81.0",".279","1.26","16.7 %","46.4 %","36.9 %","22.0 %","9.8 %","46.1 %","23.7 %","30.3 %","11.3 %","419","828","1247","sa390376"
"Bryan Woodall","- - -","27","41.1",".268","1.76","7.4 %","59.0 %","33.6 %","24.4 %","9.8 %","49.6 %","22.8 %","27.6 %","11.4 %","199","370","569","sa454885"
"Raul Carrillo","- - -","22","39.0",".385","1.54","20.6 %","48.1 %","31.3 %","26.8 %","9.8 %","57.1 %","21.1 %","21.8 %","9.0 %","261","383","644","sa795710"
"Bob Wheatley","Blue Jays (R)","22","32.2",".427","1.24","22.0 %","43.2 %","34.7 %","12.2 %","9.8 %","52.9 %","19.0 %","28.1 %","17.8 %","86","200","286","sa829397"
"Kent Emanuel","- - -","22","124.0",".305","1.09","16.4 %","43.6 %","40.0 %","22.1 %","9.7 %","37.8 %","27.0 %","35.3 %","16.3 %","233","787","1020","sa549399"
"Joel Carreno","Mets (AAA)","27","58.2",".341","0.94","19.5 %","39.1 %","41.4 %","19.4 %","9.7 %","45.8 %","26.8 %","27.4 %","10.8 %","330","635","965","2746"
"Tomas Solis","Mexican (AAA)","31","93.0",".283","0.76","15.1 %","36.8 %","48.2 %","25.7 %","9.7 %","41.1 %","27.8 %","31.1 %","7.1 %","568","901","1469","sa508197"
"Logan Verrett","Mets (AAA)","24","162.0",".328","1.38","20.6 %","46.0 %","33.4 %","17.1 %","9.7 %","49.0 %","23.4 %","27.6 %","11.8 %","813","1585","2398","12905"
"Mike Foltynewicz","Astros (AAA)","22","102.2",".321","1.29","15.1 %","47.8 %","37.1 %","25.2 %","9.7 %","47.7 %","21.9 %","30.4 %","11.4 %","730","1089","1819","10811"
"Forrest Snow","- - -","25","76.1",".293","0.65","20.9 %","31.2 %","47.9 %","38.8 %","9.7 %","48.0 %","22.8 %","29.2 %","11.7 %","416","837","1253","sa549462"
"Steve Delabar","Blue Jays (AAA)","30","28.0",".295","0.65","19.0 %","31.7 %","49.2 %","22.6 %","9.7 %","31.3 %","28.1 %","40.6 %","15.6 %","203","322","525","11827"
"Corey Knebel","- - -","22","45.1",".225","1.42","14.8 %","50.0 %","35.2 %","19.4 %","9.7 %","22.8 %","31.5 %","45.7 %","11.9 %","301","453","754","15010"
"Nick Pivetta","Nationals (A)","21","132.1",".309","1.13","19.9 %","42.5 %","37.6 %","18.1 %","9.7 %","43.5 %","24.5 %","32.0 %","19.6 %","267","823","1090","15454"
"Tyler Kinley","Marlins (A)","23","30.0",".221","1.03","19.2 %","41.0 %","39.7 %","25.8 %","9.7 %","38.8 %","21.3 %","40.0 %","18.8 %","116","241","357","18297"
"Blake Parker","Cubs (AAA)","29","35.2",".325","1.13","17.5 %","43.8 %","38.8 %","9.7 %","9.7 %","46.3 %","25.0 %","28.8 %","15.2 %","207","371","578","5224"
"Cesar Cabral","- - -","25","38.2",".314","1.68","17.0 %","52.0 %","31.0 %","9.7 %","9.7 %","44.3 %","28.3 %","27.4 %","13.9 %","320","415","735","6741"
"Francisco Campos","Mexican (AAA)","41","116.0",".331","0.83","22.2 %","35.3 %","42.5 %","21.3 %","9.7 %","47.6 %","23.6 %","28.8 %","9.4 %","597","1151","1748","sa195168"
"Kyle Lotzkar","Rangers (AA)","24","65.2",".319","1.37","21.4 %","45.5 %","33.2 %","32.3 %","9.7 %","42.9 %","21.5 %","35.6 %","9.0 %","477","719","1196","sa389930"
"David Cales","- - -","26","58.2",".337","1.13","25.8 %","39.3 %","34.8 %","22.6 %","9.7 %","52.2 %","22.3 %","25.5 %","12.8 %","361","572","933","sa455474"
"Jerad Grundy","Athletics (A-)","23","75.0",".344","2.11","19.6 %","54.6 %","25.8 %","8.1 %","9.7 %","43.8 %","24.9 %","31.3 %","24.9 %","78","412","490","sa503656"
"Grant Monroe","White Sox (R)","25","32.0",".344","1.26","24.7 %","41.9 %","33.3 %","25.8 %","9.7 %","45.9 %","32.7 %","21.4 %","26.4 %","38","189","227","sa503687"
"Frank Batista","- - -","25","64.1",".260","1.37","18.3 %","47.2 %","34.4 %","16.1 %","9.7 %","53.0 %","22.2 %","24.9 %","10.3 %","365","622","987","sa506678"
"Wander Beras","Indians (A)","25","67.1",".270","1.48","16.8 %","49.7 %","33.5 %","29.0 %","9.7 %","50.5 %","15.6 %","33.9 %","22.9 %","206","418","624","sa506966"
"Kris Hall","Athletics (A+)","23","56.2",".298","0.66","16.9 %","33.1 %","50.0 %","25.8 %","9.7 %","44.9 %","19.7 %","35.4 %","25.3 %","231","422","653","sa658114"
"Aaron Griffin","Rays (A)","23","38.2",".331","0.84","11.6 %","40.3 %","48.1 %","21.0 %","9.7 %","39.9 %","32.3 %","27.8 %","22.6 %","84","243","327","sa737913"
"Cody Crabaugh","- - -","23","82.1",".328","2.50","21.4 %","56.2 %","22.5 %","19.4 %","9.7 %","54.3 %","20.6 %","25.1 %","13.1 %","268","577","845","sa738520"
"Tripp Davis","- - -","23","61.2",".381","1.47","23.9 %","45.3 %","30.8 %","22.6 %","9.7 %","50.5 %","24.5 %","25.0 %","10.6 %","222","506","728","sa739650"
"Ruddy Acosta","Mexican (AAA)","22","96.0",".347","1.80","17.2 %","53.2 %","29.6 %","23.7 %","9.7 %","39.9 %","27.2 %","32.8 %","8.9 %","611","999","1610","sa824737"
"Jared Miller","Diamondbacks (A-)","20","27.2",".228","1.26","13.6 %","48.1 %","38.3 %","25.8 %","9.7 %","41.5 %","24.4 %","34.2 %","22.2 %","43","146","189","sa827467"
